Date,Team,Versus,Opponent,Score,Min,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,+/-,Year
Tue2/28,LAC,vs,MIN,L101-108,28,5,11,45.5,2,3,66.7,2,2,100.0,2,5,7,10,1,0,4,2,14,-5,2023.0
Sun2/26,LAC,@,DEN,L124-134,25,6,10,60.0,1,2,50.0,4,4,100.0,0,5,5,4,5,0,2,3,17,-12,2023.0
Fri2/24,LAC,vs,SAC,L175-176,39,7,13,53.8,1,4,25.0,2,2,100.0,1,4,5,14,1,0,7,6,17,+3,2023.0
Tue2/7,LAL,vs,OKC,L130-133,28,10,19,52.6,4,7,57.1,3,6,50.0,0,4,4,8,2,1,6,1,27,+4,2023.0
Sat2/4,LAL,@,NOP,L126-131,23,6,11,54.5,2,3,66.7,1,2,50.0,2,2,4,4,0,0,2,1,15,-4,2023.0
Thu2/2,LAL,@,IND,W112-111,32,2,16,12.5,0,5,0.0,6,8,75.0,1,2,3,10,0,0,4,2,10,0,2023.0
Average,,,,,29.3,6.0,13.3,45.0,1.7,4.0,41.7,3.0,4.0,75.0,1.0,3.7,4.7,8.3,1.5,0.2,4.2,2.5,16.7,-2.3,2023.0
Tue1/31,LAL,@,NYK,W129-123,36,7,13,53.8,1,4,25.0,2,5,40.0,3,3,6,8,3,0,1,4,17,-5,2023.0
Mon1/30,LAL,@,BKN,L104-121,30,5,15,33.3,3,6,50.0,4,7,57.1,2,6,8,10,1,1,6,2,17,-10,2023.0
Sat1/28,LAL,@,BOS,L121-125,25,4,14,28.6,0,3,0.0,4,5,80.0,2,2,4,7,1,0,5,4,12,-10,2023.0
Wed1/25,LAL,vs,SAS,W113-104,28,7,15,46.7,0,3,0.0,0,0,,0,2,2,4,1,0,3,4,14,-10,2023.0
Tue1/24,LAL,vs,LAC,L115-133,25,4,13,30.8,1,4,25.0,8,13,61.5,1,0,1,5,2,0,2,1,17,-11,2023.0
Sun1/22,LAL,@,POR,W121-112,26,3,13,23.1,0,4,0.0,0,0,,1,7,8,5,0,0,3,2,6,-13,2023.0
Fri1/20,LAL,vs,MEM,W122-121,31,10,18,55.6,2,4,50.0,7,11,63.6,3,2,5,6,0,1,4,3,29,+3,2023.0
Wed1/18,LAL,vs,SAC,L111-116,32,8,17,47.1,2,5,40.0,1,4,25.0,0,7,7,5,1,0,2,1,19,+1,2023.0
Mon1/16,LAL,vs,HOU,W140-132,32,9,16,56.3,0,3,0.0,6,8,75.0,2,3,5,4,1,0,0,2,24,+17,2023.0
Sun1/15,LAL,vs,PHI,L112-113,34,7,14,50.0,2,5,40.0,4,5,80.0,0,14,14,11,1,1,4,2,20,+3,2023.0
Thu1/12,LAL,vs,DAL,L115-119,40,10,23,43.5,3,6,50.0,5,8,62.5,1,6,7,5,2,0,3,3,28,+3,2023.0
Mon1/9,LAL,@,DEN,L109-122,31,10,21,47.6,1,4,25.0,4,7,57.1,1,6,7,7,1,0,7,2,25,-9,2023.0
Sat1/7,LAL,@,SAC,W136-134,34,7,14,50.0,2,5,40.0,7,10,70.0,1,4,5,15,0,1,4,3,23,+15,2023.0
Fri1/6,LAL,vs,ATL,W130-114,31,7,14,50.0,2,4,50.0,2,2,100.0,0,11,11,9,2,1,2,3,18,+15,2023.0
Wed1/4,LAL,vs,MIA,W112-109,36,8,18,44.4,2,6,33.3,3,6,50.0,1,7,8,9,3,0,7,3,21,+12,2023.0
Mon1/2,LAL,@,CHA,W121-115,11,1,8,12.5,0,3,0.0,0,0,,0,4,4,2,0,0,3,1,2,+8,2023.0
Average,,,,,30.1,6.7,15.4,43.5,1.3,4.3,30.4,3.6,5.7,62.6,1.1,5.3,6.4,7.0,1.2,0.3,3.5,2.5,18.3,0.6,2023.0
Fri12/30,LAL,@,ATL,W130-121,29,6,12,50.0,0,3,0.0,2,2,100.0,2,6,8,11,1,1,6,1,14,+11,2023.0
Wed12/28,LAL,@,MIA,L98-112,32,6,16,37.5,2,7,28.6,1,3,33.3,1,3,4,8,0,1,3,1,15,-9,2023.0
Tue12/27,LAL,@,ORL,W129-110,29,6,11,54.5,1,3,33.3,2,2,100.0,0,13,13,13,0,0,4,3,15,+18,2023.0
Sun12/25,LAL,@,DAL,L115-124,24,7,16,43.8,2,5,40.0,1,2,50.0,0,5,5,4,0,0,0,3,17,-30,2023.0
Fri12/23,LAL,vs,CHA,L130-134,25,6,12,50.0,2,4,50.0,3,4,75.0,2,3,5,7,1,0,3,2,17,+8,2023.0
Sun12/18,LAL,vs,WAS,W119-117,23,4,12,33.3,0,2,0.0,1,4,25.0,2,7,9,8,1,1,3,0,9,-5,2023.0
Fri12/16,LAL,vs,DEN,W126-108,30,5,13,38.5,0,3,0.0,5,8,62.5,2,9,11,12,2,0,4,2,15,+25,2023.0
Tue12/13,LAL,vs,BOS,L118-122,35,7,19,36.8,1,6,16.7,5,6,83.3,1,13,14,5,1,4,2,4,20,-1,2023.0
Sun12/11,LAL,@,DET,W124-117,21,5,9,55.6,0,1,0.0,1,2,50.0,0,4,4,9,1,0,4,1,11,-12,2023.0
Fri12/9,LAL,@,PHI,L122-133,36,4,14,28.6,1,5,20.0,3,4,75.0,2,9,11,11,4,0,4,4,12,-7,2023.0
Wed12/7,LAL,@,TOR,L113-126,28,5,13,38.5,1,4,25.0,5,7,71.4,4,5,9,4,1,0,5,3,16,-18,2023.0
Tue12/6,LAL,@,CLE,L102-116,26,6,13,46.2,0,1,0.0,4,5,80.0,1,2,3,3,0,2,4,2,16,-13,2023.0
Sun12/4,LAL,@,WAS,W130-119,29,3,8,37.5,0,1,0.0,0,0,,0,7,7,15,0,0,6,2,6,0,2023.0
Fri12/2,LAL,@,MIL,W133-129,29,6,11,54.5,0,2,0.0,3,7,42.9,2,5,7,11,0,0,0,4,15,+4,2023.0
Average,,,,,28.3,5.4,12.8,42.5,0.7,3.4,21.3,2.6,4.0,64.3,1.4,6.5,7.9,8.6,0.9,0.6,3.4,2.3,14.1,-2.1,2023.0
Wed11/30,LAL,vs,POR,W128-109,23,4,14,28.6,2,6,33.3,0,2,0.0,1,4,5,4,1,0,0,1,10,+12,2023.0
Mon11/28,LAL,vs,IND,L115-116,27,10,18,55.6,2,4,50.0,2,3,66.7,0,4,4,6,1,1,6,1,24,+1,2023.0
Sat11/26,LAL,@,SAS,W143-138,27,4,12,33.3,0,3,0.0,3,6,50.0,1,6,7,6,0,1,6,3,11,-2,2023.0
Fri11/25,LAL,@,SAS,W105-94,19,1,7,14.3,0,3,0.0,1,2,50.0,1,3,4,7,2,1,3,3,3,-2,2023.0
Tue11/22,LAL,@,PHX,L105-115,31,8,20,40.0,2,6,33.3,3,7,42.9,1,2,3,5,1,0,1,1,21,-1,2023.0
Sun11/20,LAL,vs,SAS,W123-92,22,4,9,44.4,2,5,40.0,0,0,,0,4,4,10,1,0,3,2,10,+14,2023.0
Fri11/18,LAL,vs,DET,W128-121,30,4,13,30.8,0,2,0.0,2,3,66.7,1,4,5,12,0,0,4,2,10,+11,2023.0
Sun11/13,LAL,vs,BKN,W116-103,28,4,15,26.7,1,6,16.7,5,6,83.3,1,5,6,12,0,1,4,3,14,-6,2023.0
Fri11/11,LAL,vs,SAC,L114-120,34,6,17,35.3,4,7,57.1,5,6,83.3,3,1,4,11,0,0,5,5,21,-13,2023.0
Wed11/9,LAL,@,LAC,L101-114,30,6,15,40.0,0,3,0.0,2,2,100.0,1,3,4,9,2,0,4,1,14,-12,2023.0
Mon11/7,LAL,@,UTA,L116-139,24,8,14,57.1,2,3,66.7,4,4,100.0,1,2,3,5,1,1,2,5,22,-23,2023.0
Sun11/6,LAL,vs,CLE,L100-114,32,6,13,46.2,3,5,60.0,4,5,80.0,1,2,3,10,2,1,7,3,19,-8,2023.0
Fri11/4,LAL,vs,UTA,L116-130,29,9,14,64.3,3,5,60.0,5,5,100.0,0,3,3,6,2,0,4,1,26,-1,2023.0
Wed11/2,LAL,vs,NOP,W120-117,25,6,10,60.0,1,4,25.0,0,0,,1,6,7,9,0,1,6,2,13,+4,2023.0
Average,,,,,27.2,5.7,13.6,41.9,1.6,4.4,35.5,2.6,3.6,70.6,0.9,3.5,4.4,8.0,0.9,0.5,3.9,2.4,15.6,-1.9,2023.0
Sun10/30,LAL,vs,DEN,W121-110,32,6,12,50.0,2,4,50.0,4,4,100.0,4,4,8,8,0,0,3,3,18,+18,2023.0
Fri10/28,LAL,@,MIN,L102-111,33,6,17,35.3,1,4,25.0,5,10,50.0,1,7,8,3,1,1,5,4,18,0,2023.0
Sun10/23,LAL,vs,POR,L104-106,28,4,15,26.7,0,3,0.0,2,3,66.7,0,6,6,6,0,0,0,1,10,-4,2023.0
Thu10/20,LAL,vs,LAC,L97-103,27,0,11,0.0,0,6,0.0,2,2,100.0,0,3,3,4,5,0,1,3,2,-6,2023.0
Tue10/18,LAL,@,GSW,L109-123,31,7,12,58.3,1,3,33.3,4,5,80.0,1,10,11,3,1,0,4,1,19,-6,2023.0
Average,,,,,30.0,4.6,13.4,34.3,0.8,4.0,20.0,3.4,4.8,70.8,1.2,6.0,7.2,4.8,1.4,0.2,2.6,2.4,13.4,0.4,2023.0
Tue1/23,LAC,vs,LAL,W127-116,18,6,11,54.5,3,3,100.0,1,1,100.0,0,6,6,3,2,0,3,1,16,+1,2024.0
Sun1/21,LAC,vs,BKN,W125-114,31,10,16,62.5,1,2,50.0,2,4,50.0,3,6,9,6,1,1,2,3,23,+22,2024.0
Tue1/16,LAC,vs,OKC,W128-117,22,4,8,50.0,0,3,0.0,3,4,75.0,1,1,2,4,1,0,2,0,11,+6,2024.0
Sun1/14,LAC,@,MIN,L105-109,29,3,8,37.5,2,2,100.0,4,5,80.0,3,5,8,13,2,0,3,4,12,+2,2024.0
Fri1/12,LAC,@,MEM,W128-119,16,5,11,45.5,1,3,33.3,1,3,33.3,1,1,2,2,0,0,1,1,12,0,2024.0
Wed1/10,LAC,vs,TOR,W126-120,14,3,9,33.3,0,1,0.0,0,0,,0,0,0,3,0,0,0,0,6,-2,2024.0
Mon1/8,LAC,vs,PHX,W138-111,15,3,6,50.0,0,1,0.0,3,3,100.0,2,0,2,7,2,0,1,2,9,-3,2024.0
Sun1/7,LAC,@,LAL,L103-106,19,3,9,33.3,1,4,25.0,0,0,,0,1,1,3,1,0,0,1,7,-12,2024.0
Fri1/5,LAC,@,NOP,W111-95,22,3,6,50.0,1,3,33.3,1,2,50.0,2,3,5,5,2,2,4,2,8,+7,2024.0
Wed1/3,LAC,@,PHX,W131-122,18,2,7,28.6,0,2,0.0,2,2,100.0,2,3,5,2,2,0,2,1,6,+5,2024.0
Mon1/1,LAC,vs,MIA,W121-104,18,4,10,40.0,0,1,0.0,0,0,,2,2,4,3,2,0,2,0,8,-4,2024.0
Average,,,,,20.3,4.2,9.2,45.5,0.8,2.3,36.0,1.5,2.2,70.8,1.5,2.5,4.0,4.6,1.4,0.3,1.8,1.4,10.7,2.0,2024.0
Fri12/29,LAC,vs,MEM,W117-106,20,6,9,66.7,2,4,50.0,0,0,,1,5,6,6,0,0,4,1,14,+2,2024.0
Tue12/26,LAC,vs,CHA,W113-104,28,5,8,62.5,2,2,100.0,2,3,66.7,1,10,11,6,2,1,2,2,14,+4,2024.0
Sat12/23,LAC,vs,BOS,L108-145,21,4,11,36.4,0,2,0.0,4,4,100.0,1,4,5,5,0,1,1,3,12,0,2024.0
Thu12/21,LAC,@,OKC,L115-134,30,7,12,58.3,0,2,0.0,1,1,100.0,4,9,13,4,0,0,5,3,15,-5,2024.0
Wed12/20,LAC,@,DAL,W120-111,23,5,9,55.6,0,2,0.0,0,0,,0,6,6,3,2,0,2,3,10,+15,2024.0
Mon12/18,LAC,@,IND,W151-127,17,4,6,66.7,0,0,,2,4,50.0,3,1,4,5,1,1,1,2,10,-2,2024.0
Sat12/16,LAC,vs,NYK,W144-122,15,4,7,57.1,0,1,0.0,2,4,50.0,3,3,6,4,1,0,0,1,10,+2,2024.0
Thu12/14,LAC,vs,GSW,W121-113,19,4,7,57.1,1,2,50.0,0,0,,0,4,4,2,0,1,2,0,9,+7,2024.0
Tue12/12,LAC,vs,SAC,W119-99,20,4,8,50.0,0,1,0.0,0,0,,2,5,7,3,0,0,4,0,8,+12,2024.0
Mon12/11,LAC,vs,POR,W132-127,16,5,7,71.4,1,2,50.0,1,2,50.0,1,1,2,6,0,1,4,1,12,0,2024.0
Fri12/8,LAC,@,UTA,W117-103,17,2,7,28.6,1,2,50.0,0,0,,0,5,5,2,1,2,3,2,5,-5,2024.0
Wed12/6,LAC,vs,DEN,W111-102,16,4,8,50.0,0,2,0.0,1,2,50.0,4,4,8,1,0,2,1,1,9,+3,2024.0
Sat12/2,LAC,vs,GSW,W113-112,19,2,5,40.0,2,4,50.0,2,4,50.0,0,6,6,2,0,1,0,0,8,-11,2024.0
Average,,,,,20.0,4.3,8.0,53.8,0.7,2.0,34.6,1.2,1.8,62.5,1.5,4.8,6.4,3.8,0.5,0.8,2.2,1.5,10.5,1.7,2024.0
Thu11/30,LAC,@,GSW,L114-120,26,5,13,38.5,0,3,0.0,4,6,66.7,6,5,11,6,0,0,0,1,14,-10,2024.0
Wed11/29,LAC,@,SAC,W131-117,19,2,6,33.3,0,1,0.0,5,6,83.3,1,4,5,8,1,0,1,2,9,-3,2024.0
Mon11/27,LAC,vs,DEN,L104-113,27,5,9,55.6,0,0,,4,6,66.7,1,10,11,3,0,1,2,4,14,-11,2024.0
Sat11/25,LAC,vs,DAL,W107-88,25,6,9,66.7,0,1,0.0,2,3,66.7,4,4,8,7,0,0,2,2,14,+1,2024.0
Fri11/24,LAC,vs,NOP,L106-116,14,1,8,12.5,0,2,0.0,1,2,50.0,1,3,4,2,0,1,0,2,3,-8,2024.0
Wed11/22,LAC,@,SAS,W109-102,27,3,8,37.5,0,1,0.0,2,2,100.0,1,5,6,7,2,0,4,4,8,+3,2024.0
Mon11/20,LAC,@,SAS,W124-99,25,4,11,36.4,0,1,0.0,2,4,50.0,0,2,2,6,3,0,0,1,10,+7,2024.0
Fri11/17,LAC,vs,HOU,W106-100,17,2,9,22.2,2,6,33.3,2,4,50.0,0,3,3,2,0,0,2,1,8,-9,2024.0
Tue11/14,LAC,@,DEN,L108-111,24,4,12,33.3,0,1,0.0,0,0,,1,5,6,3,2,0,3,3,8,+1,2024.0
Sun11/12,LAC,vs,MEM,L101-105,31,5,13,38.5,1,4,25.0,1,2,50.0,1,8,9,5,3,0,4,3,12,+10,2024.0
Fri11/10,LAC,@,DAL,L126-144,20,5,11,45.5,0,1,0.0,4,5,80.0,2,3,5,2,3,0,2,1,14,-26,2024.0
Wed11/8,LAC,@,BKN,L93-100,31,6,18,33.3,1,5,20.0,0,0,,3,4,7,8,0,0,1,1,13,-5,2024.0
Mon11/6,LAC,@,NYK,L97-111,31,8,13,61.5,1,3,33.3,0,0,,0,4,4,4,0,0,4,2,17,-7,2024.0
Wed11/1,LAC,@,LAL,L125-130,44,9,21,42.9,3,6,50.0,3,5,60.0,4,7,11,8,4,0,6,5,24,-8,2024.0
Average,,,,,25.9,4.6,11.5,40.4,0.6,2.5,22.9,2.1,3.2,66.7,1.8,4.8,6.6,5.1,1.3,0.1,2.2,2.3,12.0,-4.6,2024.0
Tue10/31,LAC,vs,ORL,W118-102,33,8,16,50.0,0,4,0.0,2,2,100.0,0,6,6,7,5,1,3,4,18,+16,2024.0
Sun10/29,LAC,vs,SAS,W123-83,27,8,13,61.5,3,5,60.0,0,3,0.0,1,7,8,3,1,1,2,3,19,+30,2024.0
Fri10/27,LAC,@,UTA,L118-120,37,2,4,50.0,0,1,0.0,0,0,,1,8,9,4,1,1,5,4,4,-4,2024.0
Wed10/25,LAC,vs,POR,W123-111,29,5,8,62.5,1,2,50.0,0,0,,2,3,5,13,0,0,3,3,11,+30,2024.0
Average,,,,,31.3,5.8,10.3,56.1,1.0,3.0,33.3,0.5,1.3,40.0,1.0,6.0,7.0,6.8,1.8,0.8,3.3,3.5,13.0,18.0,2024.0
