Date,Team,Versus,Opponent,Score,Min,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,+/-,Year
Sat11/16,OKC,@,MIL,W92-79,33,10,20,50.0,1,4,25.0,5,8,62.5,0,3,3,4,1,0,3,1,26,+8,2014.0
Thu11/14,OKC,@,GSW,L115-116,36,13,20,65.0,2,5,40.0,3,5,60.0,2,7,9,5,3,0,5,3,31,-3,2014.0
Wed11/13,OKC,@,LAC,L103-111,35,7,18,38.9,2,4,50.0,3,5,60.0,2,2,4,10,2,0,5,2,19,-2,2014.0
Sun11/10,OKC,vs,WAS,W106-105,30,4,16,25.0,3,7,42.9,2,2,100.0,3,1,4,4,1,0,5,3,13,-9,2014.0
Fri11/8,OKC,@,DET,W119-110,30,5,19,26.3,1,3,33.3,9,10,90.0,2,3,5,0,3,0,4,3,20,-10,2014.0
Wed11/6,OKC,vs,DAL,W107-93,33,10,20,50.0,0,1,0.0,2,5,40.0,0,1,1,4,2,0,5,2,22,+11,2014.0
Sun11/3,OKC,vs,PHX,W103-96,33,5,16,31.3,0,2,0.0,11,14,78.6,1,3,4,7,1,0,4,3,21,+1,2014.0
Average,,,,,33.9,7.4,18.9,38.9,1.3,4.2,30.4,5.3,7.4,71.6,1.1,3.6,4.7,5.5,1.9,0.0,3.8,2.5,21.3,0.5,2014.0
Wed4/15,OKC,@,MIN,W138-113,32,11,20,55.0,2,5,40.0,13,17,76.5,0,8,8,7,2,0,4,2,37,+23,2015.0
Mon4/13,OKC,vs,POR,W101-90,38,13,27,48.1,2,5,40.0,8,8,100.0,2,9,11,7,2,0,5,5,36,+16,2015.0
Sun4/12,OKC,@,IND,L104-116,40,21,43,48.8,5,15,33.3,7,11,63.6,1,8,9,8,1,0,2,5,54,-4,2015.0
Fri4/10,OKC,vs,SAC,W116-103,38,11,19,57.9,1,4,25.0,4,4,100.0,1,4,5,10,0,0,4,3,27,+12,2015.0
Tue4/7,OKC,vs,SAS,L88-113,26,7,16,43.8,1,2,50.0,2,4,50.0,0,2,2,2,6,0,4,3,17,-20,2015.0
Sun4/5,OKC,vs,HOU,L112-115,41,12,29,41.4,4,11,36.4,12,15,80.0,1,10,11,13,0,0,4,5,40,+2,2015.0
Fri4/3,OKC,@,MEM,L92-100,38,5,20,25.0,0,3,0.0,8,13,61.5,3,4,7,7,1,1,5,2,18,-10,2015.0
Wed4/1,OKC,vs,DAL,L131-135,44,10,32,31.3,2,11,18.2,9,11,81.8,3,8,11,11,1,0,6,4,31,-3,2015.0
Average,,,,,37.1,11.3,25.8,43.7,2.1,7.0,30.4,7.9,10.4,75.9,1.4,6.6,8.0,8.1,1.6,0.1,4.3,3.6,32.5,2.0,2015.0
Sun3/29,OKC,@,PHX,W109-97,38,10,29,34.5,1,7,14.3,12,14,85.7,2,7,9,7,3,1,4,3,33,+8,2015.0
Sat3/28,OKC,@,UTA,L89-94,41,12,29,41.4,3,9,33.3,10,12,83.3,1,7,8,6,0,0,9,4,37,0,2015.0
Wed3/25,OKC,@,SAS,L91-130,26,5,16,31.3,0,3,0.0,6,6,100.0,1,3,4,7,2,0,4,1,16,-30,2015.0
Tue3/24,OKC,vs,LAL,W127-117,30,9,17,52.9,2,3,66.7,7,8,87.5,0,2,2,11,2,1,2,3,27,+12,2015.0
Sun3/22,OKC,vs,MIA,W93-75,34,5,16,31.3,1,4,25.0,1,2,50.0,3,6,9,17,4,2,5,3,12,+11,2015.0
Fri3/20,OKC,vs,ATL,W123-115,44,8,24,33.3,3,6,50.0,17,17,100.0,2,8,10,14,1,0,6,3,36,+14,2015.0
Wed3/18,OKC,vs,BOS,W122-118,40,8,26,30.8,1,6,16.7,19,22,86.4,2,3,5,10,5,0,7,5,36,+7,2015.0
Mon3/16,OKC,@,DAL,L115-119,36,7,17,41.2,1,4,25.0,9,10,90.0,1,7,8,12,4,1,7,6,24,-3,2015.0
Sun3/15,OKC,vs,CHI,W109-100,41,12,27,44.4,2,6,33.3,10,13,76.9,1,10,11,6,1,0,4,1,36,+13,2015.0
Fri3/13,OKC,vs,MIN,W113-99,35,11,24,45.8,3,6,50.0,4,4,100.0,4,6,10,12,2,0,8,1,29,+18,2015.0
Wed3/11,OKC,vs,LAC,L108-120,36,5,14,35.7,3,6,50.0,11,13,84.6,2,7,9,7,2,0,10,4,24,-22,2015.0
Sun3/8,OKC,vs,TOR,W108-104,40,9,21,42.9,1,4,25.0,11,13,84.6,3,8,11,17,4,1,9,1,30,+5,2015.0
Thu3/5,OKC,@,CHI,L105-108,38,14,32,43.8,3,5,60.0,12,15,80.0,2,6,8,7,2,0,5,3,43,-8,2015.0
Wed3/4,OKC,vs,PHI,W123-118,42,16,33,48.5,1,4,25.0,16,20,80.0,3,12,15,10,3,1,4,3,49,-13,2015.0
Average,,,,,37.3,9.4,23.2,40.3,1.8,5.2,34.2,10.4,12.1,85.8,1.9,6.6,8.5,10.2,2.5,0.5,6.0,2.9,30.9,0.9,2015.0
Fri2/27,OKC,@,POR,L112-115,37,14,32,43.8,0,1,0.0,12,14,85.7,5,8,13,11,1,0,6,1,40,-12,2015.0
Thu2/26,OKC,@,PHX,L113-117,43,12,38,31.6,1,10,10.0,14,16,87.5,3,11,14,11,3,0,4,3,39,+4,2015.0
Tue2/24,OKC,vs,IND,W105-92,28,8,19,42.1,1,3,33.3,3,3,100.0,0,11,11,10,1,0,5,1,20,0,2015.0
Sun2/22,OKC,vs,DEN,W119-94,27,8,12,66.7,2,3,66.7,3,5,60.0,1,7,8,17,0,0,2,1,21,+33,2015.0
Sat2/21,OKC,@,CHA,W110-103,35,12,27,44.4,0,3,0.0,9,9,100.0,2,5,7,10,1,0,6,2,33,+2,2015.0
Thu2/19,OKC,vs,DAL,W104-89,36,9,17,52.9,2,4,50.0,14,14,100.0,2,3,5,10,2,0,6,3,34,+17,2015.0
Wed2/11,OKC,vs,MEM,W105-89,32,4,15,26.7,1,3,33.3,15,15,100.0,1,8,9,9,1,0,4,1,24,+20,2015.0
Mon2/9,OKC,@,DEN,W124-114,32,8,14,57.1,1,2,50.0,9,12,75.0,1,4,5,9,0,0,1,1,26,+11,2015.0
Sun2/8,OKC,vs,LAC,W131-108,32,6,19,31.6,1,4,25.0,6,6,100.0,2,9,11,5,1,0,5,2,19,+18,2015.0
Fri2/6,OKC,vs,NOP,L113-116,40,15,28,53.6,3,5,60.0,15,15,100.0,3,6,9,11,4,0,3,4,48,+5,2015.0
Wed2/4,OKC,@,NOP,W102-91,40,18,31,58.1,2,6,33.3,7,9,77.8,0,6,6,6,1,1,6,2,45,+16,2015.0
Mon2/2,OKC,vs,ORL,W104-97,38,8,15,53.3,1,3,33.3,8,8,100.0,1,10,11,14,4,1,2,1,25,+3,2015.0
Average,,,,,35.1,10.2,22.3,45.7,1.3,3.9,31.9,9.6,10.5,91.3,1.8,7.3,9.1,10.3,1.6,0.2,4.2,1.8,31.2,9.8,2015.0
Sat1/31,OKC,@,MEM,L74-85,32,5,16,31.3,1,3,33.3,3,4,75.0,1,5,6,5,0,0,3,4,14,-7,2015.0
Wed1/28,OKC,@,NYK,L92-100,35,13,30,43.3,2,8,25.0,12,12,100.0,0,4,4,4,2,1,4,1,40,-15,2015.0
Mon1/26,OKC,vs,MIN,W92-84,31,7,22,31.8,0,3,0.0,4,6,66.7,1,3,4,5,1,0,4,2,18,0,2015.0
Sun1/25,OKC,@,CLE,L98-108,40,7,26,26.9,3,6,50.0,5,7,71.4,4,5,9,11,2,1,2,3,22,+3,2015.0
Fri1/23,OKC,@,ATL,L93-103,36,8,16,50.0,2,4,50.0,4,6,66.7,1,2,3,11,3,0,4,3,22,-6,2015.0
Wed1/21,OKC,@,WAS,W105-103,42,12,28,42.9,0,4,0.0,8,10,80.0,2,6,8,8,1,0,3,4,32,+1,2015.0
Tue1/20,OKC,@,MIA,W94-86,35,8,17,47.1,0,2,0.0,3,4,75.0,5,5,10,6,4,0,3,2,19,+2,2015.0
Sun1/18,OKC,@,ORL,W127-99,24,7,12,58.3,0,3,0.0,3,6,50.0,1,0,1,6,1,1,4,2,17,+15,2015.0
Fri1/16,OKC,vs,GSW,W127-115,36,7,19,36.8,1,4,25.0,2,4,50.0,3,12,15,16,4,0,3,4,17,+19,2015.0
Thu1/15,OKC,@,HOU,L101-112,38,6,13,46.2,1,3,33.3,3,4,75.0,3,5,8,8,5,0,8,5,16,-11,2015.0
Fri1/9,OKC,vs,UTA,W99-94,38,9,17,52.9,1,1,100.0,6,6,100.0,1,3,4,12,3,0,3,3,25,+22,2015.0
Wed1/7,OKC,@,SAC,L83-104,27,3,19,15.8,0,5,0.0,4,5,80.0,3,4,7,4,1,0,7,4,10,-23,2015.0
Mon1/5,OKC,@,GSW,L91-117,29,5,21,23.8,1,5,20.0,11,14,78.6,4,3,7,5,1,0,2,2,22,-13,2015.0
Fri1/2,OKC,vs,WAS,W109-102,30,8,23,34.8,0,3,0.0,6,7,85.7,0,3,3,6,2,0,2,5,22,-8,2015.0
Average,,,,,33.7,7.5,19.9,37.6,0.9,3.9,22.2,5.3,6.8,77.9,2.1,4.3,6.4,7.6,2.1,0.2,3.7,3.1,21.1,-1.5,2015.0
Wed12/31,OKC,vs,PHX,W137-134,17,5,13,38.5,1,2,50.0,9,10,90.0,2,2,4,4,1,0,1,1,20,+1,2015.0
Sun12/28,OKC,@,DAL,L107-112,36,6,23,26.1,0,1,0.0,6,9,66.7,3,6,9,9,5,0,5,5,18,-8,2015.0
Fri12/26,OKC,vs,CHA,W98-75,25,11,21,52.4,1,1,100.0,6,6,100.0,1,1,2,5,2,1,6,2,29,+20,2015.0
Thu12/25,OKC,@,SAS,W114-106,35,14,28,50.0,0,1,0.0,6,8,75.0,1,4,5,11,5,0,4,0,34,+27,2015.0
Tue12/23,OKC,vs,POR,L111-115,39,16,34,47.1,1,5,20.0,7,9,77.8,5,5,10,6,3,0,2,6,40,-9,2015.0
Sun12/21,OKC,vs,NOP,L99-101,35,10,27,37.0,0,6,0.0,9,11,81.8,4,1,5,8,3,0,6,2,29,+5,2015.0
Fri12/19,OKC,@,LAL,W104-103,36,9,22,40.9,0,1,0.0,13,13,100.0,0,5,5,10,1,0,1,2,31,-1,2015.0
Thu12/18,OKC,@,GSW,L109-114,40,11,30,36.7,3,10,30.0,8,12,66.7,1,2,3,8,2,0,6,2,33,+2,2015.0
Tue12/16,OKC,@,SAC,W104-92,32,11,20,55.0,1,3,33.3,9,12,75.0,3,3,6,7,4,0,1,4,32,+23,2015.0
Sun12/14,OKC,vs,PHX,W112-88,27,7,18,38.9,1,4,25.0,13,13,100.0,4,4,8,8,2,0,3,2,28,+17,2015.0
Fri12/12,OKC,@,MIN,W111-92,36,12,19,63.2,2,3,66.7,8,9,88.9,1,5,6,6,2,0,4,3,34,+16,2015.0
Thu12/11,OKC,vs,CLE,W103-94,36,12,24,50.0,0,2,0.0,2,2,100.0,1,6,7,8,1,0,4,0,26,+5,2015.0
Tue12/9,OKC,vs,MIL,W114-101,32,8,16,50.0,0,2,0.0,12,15,80.0,2,3,5,7,3,0,5,5,28,+24,2015.0
Sun12/7,OKC,@,DET,W96-94,35,9,19,47.4,1,3,33.3,3,6,50.0,1,10,11,7,0,0,4,1,22,-9,2015.0
Fri12/5,OKC,@,PHI,W103-91,31,8,14,57.1,1,3,33.3,10,14,71.4,0,5,5,7,2,0,6,3,27,+9,2015.0
Tue12/2,OKC,@,NOP,L104-112,33,6,20,30.0,1,4,25.0,8,9,88.9,1,5,6,7,2,0,7,3,21,-16,2015.0
Average,,,,,32.8,9.7,21.8,44.5,0.8,3.2,25.5,8.1,9.9,81.6,1.9,4.2,6.1,7.4,2.4,0.1,4.1,2.6,28.3,6.6,2015.0
Fri11/28,OKC,vs,NYK,W105-78,24,12,17,70.6,3,4,75.0,5,7,71.4,4,3,7,8,1,0,3,2,32,+24,2015.0
Average,,,,,23.8,12.0,17.0,70.6,3.0,4.0,75.0,5.0,7.0,71.4,4.0,3.0,7.0,8.0,1.0,0.0,3.0,2.0,32.0,24.0,2015.0
Thu10/30,OKC,@,LAC,L90-93,9,1,3,33.3,0,1,0.0,0,0,,0,0,0,4,1,0,3,2,2,-3,2015.0
Wed10/29,OKC,@,POR,L89-106,33,11,26,42.3,1,2,50.0,15,16,93.8,2,1,3,6,3,0,2,3,38,-4,2015.0
Average,,,,,20.7,6.0,14.5,41.4,0.5,1.5,33.3,7.5,8.0,93.8,1.0,0.5,1.5,5.0,2.0,0.0,2.5,2.5,20.0,-3.5,2015.0
Mon5/30,OKC,@,GSW,L88-96,45,7,21,33.3,2,6,33.3,3,4,75.0,0,7,7,13,2,0,3,3,19,-14,2016.0
Sat5/28,OKC,vs,GSW,L101-108,44,10,27,37.0,0,5,0.0,8,10,80.0,3,6,9,11,4,0,5,2,28,-11,2016.0
Thu5/26,OKC,@,GSW,L111-120,41,11,28,39.3,3,8,37.5,6,9,66.7,2,5,7,8,5,0,7,5,31,-9,2016.0
Tue5/24,OKC,vs,GSW,W118-94,41,12,27,44.4,4,8,50.0,8,8,100.0,5,6,11,11,4,0,6,1,36,+26,2016.0
Sun5/22,OKC,vs,GSW,W133-105,32,10,19,52.6,1,5,20.0,9,11,81.8,2,6,8,12,2,0,4,3,30,+41,2016.0
Wed5/18,OKC,@,GSW,L91-118,31,5,14,35.7,1,5,20.0,5,5,100.0,1,0,1,12,2,0,3,1,16,-27,2016.0
Mon5/16,OKC,@,GSW,W108-102,40,7,21,33.3,2,4,50.0,11,14,78.6,1,5,6,12,7,0,3,2,27,+8,2016.0
Average,,,,,39.1,8.9,22.4,39.5,1.9,5.9,31.7,7.1,8.7,82.0,2.0,5.0,7.0,11.3,3.7,0.0,4.4,2.4,26.7,2.0,2016.0
Thu5/12,OKC,vs,SAS,W113-99,38,10,21,47.6,2,6,33.3,6,6,100.0,1,2,3,12,2,0,6,3,28,+14,2016.0
Tue5/10,OKC,@,SAS,W95-91,39,12,27,44.4,3,7,42.9,8,8,100.0,4,7,11,9,2,0,8,4,35,-4,2016.0
Sun5/8,OKC,vs,SAS,W111-97,38,5,18,27.8,1,3,33.3,3,4,75.0,3,4,7,15,3,0,3,2,14,+18,2016.0
Fri5/6,OKC,vs,SAS,L96-100,39,10,31,32.3,3,10,30.0,8,8,100.0,4,5,9,8,1,0,5,3,31,-5,2016.0
Mon5/2,OKC,@,SAS,W98-97,37,11,25,44.0,1,6,16.7,6,8,75.0,1,6,7,10,2,1,3,3,29,+10,2016.0
Sat4/30,OKC,@,SAS,L92-124,30,5,19,26.3,0,3,0.0,4,4,100.0,1,1,2,9,2,0,2,1,14,-29,2016.0
Average,,,,,36.8,8.8,23.5,37.6,1.7,5.8,28.6,5.8,6.3,92.1,2.3,4.2,6.5,10.5,2.0,0.2,4.5,2.7,25.2,0.7,2016.0
Mon4/25,OKC,vs,DAL,W118-104,38,13,23,56.5,3,8,37.5,7,8,87.5,3,9,12,9,1,0,3,1,36,+24,2016.0
Sat4/23,OKC,@,DAL,W119-108,39,7,19,36.8,3,5,60.0,8,12,66.7,3,2,5,15,2,0,2,0,25,+4,2016.0
Thu4/21,OKC,@,DAL,W131-102,34,9,16,56.3,2,3,66.7,6,9,66.7,0,0,0,15,2,1,6,4,26,+29,2016.0
Mon4/18,OKC,vs,DAL,L84-85,38,8,22,36.4,1,6,16.7,2,4,50.0,6,8,14,6,2,0,4,4,19,+5,2016.0
Sat4/16,OKC,vs,DAL,W108-70,30,7,15,46.7,2,7,28.6,8,8,100.0,1,4,5,11,1,0,5,1,24,+39,2016.0
Average,,,,,35.9,8.8,19.0,46.3,2.2,5.8,37.9,6.2,8.2,75.6,2.6,4.6,7.2,11.2,1.6,0.2,4.0,2.0,26.0,20.2,2016.0
Mon4/11,OKC,vs,LAL,W112-79,28,5,13,38.5,0,5,0.0,3,5,60.0,0,10,10,14,1,0,3,2,13,+27,2016.0
Sat4/9,OKC,@,SAC,L112-114,34,7,15,46.7,1,5,20.0,9,10,90.0,1,4,5,10,1,0,8,5,24,+3,2016.0
Tue4/5,OKC,@,DEN,W124-102,27,4,9,44.4,2,4,50.0,3,5,60.0,3,11,14,12,2,0,5,1,13,+26,2016.0
Sun4/3,OKC,@,HOU,L110-118,37,8,15,53.3,1,4,25.0,6,7,85.7,3,10,13,9,2,0,8,3,23,-6,2016.0
Average,,,,,31.4,6.0,13.0,46.2,1.0,4.5,22.2,5.3,6.8,77.8,1.8,8.8,10.5,11.3,1.5,0.0,6.0,2.8,18.3,12.5,2016.0
Thu3/31,OKC,vs,LAC,W119-117,36,8,18,44.4,3,7,42.9,7,7,100.0,1,7,8,11,4,0,5,0,26,-4,2016.0
Tue3/29,OKC,@,DET,L82-88,35,8,28,28.6,2,8,25.0,6,9,66.7,2,2,4,6,1,0,3,4,24,-20,2016.0
Mon3/28,OKC,@,TOR,W119-100,34,10,16,62.5,1,3,33.3,5,8,62.5,3,7,10,12,1,0,3,1,26,+35,2016.0
Sat3/26,OKC,vs,SAS,W111-92,34,10,18,55.6,0,2,0.0,9,9,100.0,2,4,6,8,1,0,2,1,29,+30,2016.0
Thu3/24,OKC,vs,UTA,W113-91,27,6,15,40.0,1,3,33.3,2,3,66.7,1,6,7,9,3,0,2,1,15,+16,2016.0
Tue3/22,OKC,vs,HOU,W111-107,37,7,18,38.9,0,7,0.0,7,8,87.5,3,9,12,15,1,0,4,1,21,-5,2016.0
Sat3/19,OKC,@,IND,W115-111,36,4,17,23.5,3,9,33.3,3,4,75.0,3,8,11,14,1,0,7,4,14,-2,2016.0
Fri3/18,OKC,@,PHI,W111-97,32,8,20,40.0,2,5,40.0,2,4,50.0,3,12,15,10,1,2,5,2,20,+25,2016.0
Wed3/16,OKC,@,BOS,W130-109,26,8,16,50.0,4,7,57.1,4,8,50.0,1,4,5,5,3,0,2,1,24,+15,2016.0
Mon3/14,OKC,vs,POR,W128-94,28,7,11,63.6,0,0,,3,6,50.0,2,8,10,16,2,1,0,2,17,+16,2016.0
Sat3/12,OKC,@,SAS,L85-93,38,5,16,31.3,1,4,25.0,8,10,80.0,3,3,6,7,2,0,9,3,19,-1,2016.0
Fri3/11,OKC,vs,MIN,L96-99,37,8,19,42.1,3,6,50.0,7,8,87.5,0,4,4,8,0,0,5,4,26,-10,2016.0
Wed3/9,OKC,vs,LAC,W120-108,37,9,15,60.0,0,2,0.0,7,7,100.0,2,9,11,19,2,1,7,2,25,+1,2016.0
Sun3/6,OKC,@,MIL,W104-96,39,3,7,42.9,1,3,33.3,8,11,72.7,2,8,10,11,1,1,7,4,15,+15,2016.0
Thu3/3,OKC,@,GSW,L106-121,36,8,24,33.3,1,8,12.5,5,7,71.4,1,5,6,7,0,1,2,4,22,-6,2016.0
Wed3/2,OKC,@,LAC,L98-103,37,8,21,38.1,2,7,28.6,6,6,100.0,0,6,6,12,1,0,5,4,24,-7,2016.0
Average,,,,,34.4,7.3,17.4,41.9,1.5,5.1,29.6,5.6,7.2,77.4,1.8,6.4,8.2,10.6,1.5,0.4,4.3,2.4,21.7,6.1,2016.0
Mon2/29,OKC,@,SAC,W131-116,35,6,8,75.0,2,3,66.7,6,7,85.7,2,11,13,15,3,0,7,2,20,+2,2016.0
Sat2/27,OKC,vs,GSW,L118-121,42,10,29,34.5,0,6,0.0,6,8,75.0,3,4,7,13,2,0,7,4,26,-5,2016.0
Thu2/25,OKC,@,NOP,L119-123,38,15,25,60.0,3,5,60.0,11,14,78.6,2,2,4,9,0,0,2,3,44,+6,2016.0
Wed2/24,OKC,@,DAL,W116-103,36,8,17,47.1,2,5,40.0,6,6,100.0,2,5,7,13,0,0,2,4,24,+11,2016.0
Sun2/21,OKC,vs,CLE,L92-115,33,7,15,46.7,1,3,33.3,5,6,83.3,3,6,9,11,1,0,1,3,20,-16,2016.0
Fri2/19,OKC,vs,IND,L98-101,37,10,17,58.8,1,4,25.0,2,2,100.0,0,3,3,18,2,1,2,2,23,-4,2016.0
Thu2/11,OKC,vs,NOP,W121-95,28,8,14,57.1,2,5,40.0,5,6,83.3,1,8,9,10,0,0,2,2,23,+19,2016.0
Mon2/8,OKC,@,PHX,W122-106,36,8,19,42.1,2,5,40.0,11,12,91.7,3,5,8,8,2,0,6,4,29,+1,2016.0
Sat2/6,OKC,@,GSW,L108-116,37,8,22,36.4,2,4,50.0,9,9,100.0,2,1,3,12,3,0,3,4,27,-5,2016.0
Wed2/3,OKC,vs,ORL,W117-114,38,10,18,55.6,0,1,0.0,4,4,100.0,7,12,19,14,2,0,2,1,24,+10,2016.0
Mon2/1,OKC,vs,WAS,W114-98,36,8,13,61.5,0,3,0.0,1,1,100.0,1,12,13,11,1,0,5,2,17,+14,2016.0
Average,,,,,36.1,8.9,17.9,49.7,1.4,4.0,34.1,6.0,6.8,88.0,2.4,6.3,8.6,12.2,1.5,0.1,3.5,2.8,25.2,3.0,2016.0
Fri1/29,OKC,vs,HOU,W116-108,37,9,21,42.9,1,2,50.0,7,10,70.0,1,9,10,14,1,1,8,3,26,+6,2016.0
Wed1/27,OKC,@,MIN,W126-123,37,7,13,53.8,3,4,75.0,7,7,100.0,2,6,8,15,0,0,4,3,24,+1,2016.0
Tue1/26,OKC,@,NYK,W128-122,44,13,24,54.2,0,2,0.0,4,5,80.0,2,6,8,10,3,0,5,3,30,+18,2016.0
Sun1/24,OKC,@,BKN,L106-116,40,12,27,44.4,1,4,25.0,2,5,40.0,2,9,11,7,1,0,3,1,27,-15,2016.0
Fri1/22,OKC,@,DAL,W109-106,35,8,19,42.1,0,4,0.0,0,0,,3,5,8,7,2,1,4,4,16,-9,2016.0
Wed1/20,OKC,vs,CHA,W109-95,27,5,14,35.7,0,3,0.0,6,7,85.7,1,7,8,15,5,0,5,2,16,+18,2016.0
Tue1/19,OKC,@,DEN,W110-104,39,10,22,45.5,1,6,16.7,6,9,66.7,4,1,5,12,3,0,4,5,27,+5,2016.0
Sun1/17,OKC,vs,MIA,W99-74,33,5,16,31.3,1,4,25.0,2,2,100.0,3,7,10,15,2,0,3,2,13,+15,2016.0
Fri1/15,OKC,vs,MIN,W113-93,27,6,10,60.0,0,1,0.0,0,0,,3,8,11,10,2,0,2,4,12,+21,2016.0
Wed1/13,OKC,vs,DAL,W108-89,15,0,3,0.0,0,0,,0,4,0.0,1,6,7,8,2,0,1,0,0,+20,2016.0
Tue1/12,OKC,@,MIN,W101-96,33,8,15,53.3,2,4,50.0,4,6,66.7,1,6,7,11,3,0,7,3,22,+11,2016.0
Sun1/10,OKC,@,POR,L110-115,38,7,19,36.8,2,4,50.0,9,11,81.8,1,8,9,15,3,0,4,6,25,+3,2016.0
Fri1/8,OKC,@,LAL,W117-113,35,11,24,45.8,1,4,25.0,13,16,81.3,3,9,12,7,1,0,6,1,36,+1,2016.0
Wed1/6,OKC,vs,MEM,W112-94,30,7,17,41.2,0,2,0.0,6,6,100.0,2,5,7,7,2,0,3,3,20,+15,2016.0
Mon1/4,OKC,vs,SAC,L104-116,41,6,23,26.1,2,9,22.2,3,3,100.0,1,7,8,15,1,0,7,4,17,+5,2016.0
Sat1/2,OKC,@,CHA,W109-90,31,4,15,26.7,1,3,33.3,7,8,87.5,1,5,6,7,1,0,2,2,16,+16,2016.0
Average,,,,,33.9,7.4,17.6,41.8,0.9,3.5,26.8,4.8,6.2,76.8,1.9,6.5,8.4,10.9,2.0,0.1,4.3,2.9,20.4,8.2,2016.0
Thu12/31,OKC,vs,PHX,W110-106,34,12,19,63.2,1,3,33.3,11,11,100.0,0,1,1,12,5,1,2,1,36,+11,2016.0
Tue12/29,OKC,vs,MIL,W131-123,35,10,22,45.5,0,2,0.0,7,8,87.5,1,6,7,7,5,0,3,1,27,+5,2016.0
Sun12/27,OKC,vs,DEN,W122-112,38,11,18,61.1,2,3,66.7,6,6,100.0,1,8,9,12,1,0,4,0,30,+14,2016.0
Fri12/25,OKC,vs,CHI,L96-105,40,9,23,39.1,1,7,14.3,7,13,53.8,1,6,7,8,6,0,6,3,26,-4,2016.0
Wed12/23,OKC,@,LAL,W120-85,30,10,19,52.6,0,1,0.0,3,5,60.0,3,5,8,8,2,0,2,2,23,+33,2016.0
Mon12/21,OKC,@,LAC,W100-99,37,11,25,44.0,2,5,40.0,9,11,81.8,1,4,5,7,3,0,1,4,33,+8,2016.0
Sat12/19,OKC,vs,LAL,W118-78,28,5,11,45.5,0,1,0.0,3,6,50.0,0,1,1,11,1,0,4,2,13,+18,2016.0
Thu12/17,OKC,@,CLE,L100-104,34,10,18,55.6,1,3,33.3,6,6,100.0,0,3,3,10,3,0,4,4,27,-4,2016.0
Wed12/16,OKC,vs,POR,W106-90,27,5,15,33.3,0,3,0.0,3,3,100.0,1,2,3,5,2,2,3,2,13,+12,2016.0
Sun12/13,OKC,vs,UTA,W104-98,40,9,25,36.0,0,4,0.0,7,9,77.8,2,9,11,5,2,2,1,2,25,+19,2016.0
Fri12/11,OKC,@,UTA,W94-90,35,8,19,42.1,2,4,50.0,6,6,100.0,1,6,7,7,2,0,3,2,24,+8,2016.0
Thu12/10,OKC,vs,ATL,W107-94,38,8,17,47.1,3,4,75.0,4,6,66.7,2,4,6,10,3,0,2,2,23,+15,2016.0
Tue12/8,OKC,@,MEM,W125-88,25,5,7,71.4,1,2,50.0,2,2,100.0,1,4,5,16,2,0,3,1,13,+26,2016.0
Sun12/6,OKC,vs,SAC,W98-95,38,7,13,53.8,1,3,33.3,4,5,80.0,0,11,11,10,3,0,3,2,19,+13,2016.0
Thu12/3,OKC,@,MIA,L95-97,34,8,18,44.4,0,3,0.0,9,9,100.0,1,4,5,6,1,0,7,1,25,+8,2016.0
Average,,,,,34.3,8.5,17.9,47.6,0.9,3.2,29.2,5.8,7.1,82.1,1.0,4.9,5.9,8.9,2.7,0.3,3.2,1.9,23.8,12.1,2016.0
Mon11/30,OKC,@,ATL,L100-106,36,11,24,45.8,1,5,20.0,11,11,100.0,2,9,11,7,2,0,6,3,34,-2,2016.0
Fri11/27,OKC,vs,DET,W103-87,29,5,14,35.7,1,3,33.3,3,5,60.0,2,2,4,4,1,0,11,6,14,+9,2016.0
Wed11/25,OKC,vs,BKN,W110-99,35,10,16,62.5,0,3,0.0,7,8,87.5,1,5,6,13,5,0,3,1,27,+16,2016.0
Mon11/23,OKC,@,UTA,W111-89,27,5,10,50.0,0,2,0.0,10,10,100.0,2,5,7,9,1,0,4,3,20,+9,2016.0
Sun11/22,OKC,vs,DAL,W117-114,37,12,22,54.5,2,5,40.0,5,6,83.3,0,5,5,11,5,1,7,1,31,+4,2016.0
Fri11/20,OKC,vs,NYK,L90-93,38,11,29,37.9,2,10,20.0,10,12,83.3,3,4,7,7,4,1,3,4,34,+4,2016.0
Wed11/18,OKC,vs,NOP,W110-103,36,14,25,56.0,0,3,0.0,15,20,75.0,3,6,9,8,1,1,4,1,43,-5,2016.0
Mon11/16,OKC,@,MEM,L114-122,39,13,19,68.4,5,8,62.5,9,13,69.2,1,3,4,14,3,0,8,1,40,+2,2016.0
Sun11/15,OKC,vs,BOS,L85-100,33,5,20,25.0,2,10,20.0,15,17,88.2,1,3,4,5,3,2,4,4,27,-7,2016.0
Fri11/13,OKC,vs,PHI,W102-85,35,8,22,36.4,2,6,33.3,3,4,75.0,4,13,17,11,3,0,6,1,21,+16,2016.0
Tue11/10,OKC,@,WAS,W125-101,28,7,17,41.2,3,4,75.0,5,6,83.3,2,9,11,11,1,0,5,0,22,+23,2016.0
Sun11/8,OKC,vs,PHX,W124-103,34,9,20,45.0,0,3,0.0,3,4,75.0,4,2,6,13,4,0,2,3,21,+26,2016.0
Thu11/5,OKC,@,CHI,L98-104,39,7,18,38.9,0,2,0.0,6,6,100.0,2,6,8,10,1,0,2,2,20,+8,2016.0
