Opponent,Min,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,+/-,Year,Team score,Opponent score,date,Season,Lose,Win,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,HOU,LAC,LAL,OKC,WAS,Playoff,Regular
LAC,22.0,1.0,11.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,2.0,3.0,2.0,-8.0,2009,83,79,2009-11-11,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
SAS,35.0,7.0,13.0,53.8,1.0,1.0,100.0,4.0,6.0,66.7,1.0,4.0,5.0,11.0,0.0,0.0,0.0,4.0,19.0,0.0,2009,101,98,2009-11-14,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
LAC,37.0,5.0,17.0,29.4,1.0,4.0,25.0,6.0,6.0,100.0,2.0,7.0,9.0,7.0,2.0,0.0,3.0,1.0,17.0,-3.0,2009,93,101,2009-11-15,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
MIA,33.0,9.0,13.0,69.2,2.0,3.0,66.7,4.0,4.0,100.0,0.0,1.0,1.0,7.0,1.0,1.0,2.0,3.0,24.0,4.0,2009,100,87,2009-11-17,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
ORL,27.0,3.0,11.0,27.3,0.0,2.0,0.0,4.0,4.0,100.0,1.0,1.0,2.0,3.0,3.0,0.0,2.0,2.0,10.0,-17.0,2009,94,108,2009-11-18,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
WAS,34.0,6.0,12.0,50.0,3.0,6.0,50.0,11.0,12.0,91.7,2.0,2.0,4.0,7.0,2.0,0.0,6.0,2.0,26.0,19.0,2009,127,108,2009-11-20,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
LAL,42.0,5.0,16.0,31.3,0.0,3.0,0.0,4.0,6.0,66.7,1.0,6.0,7.0,7.0,0.0,3.0,6.0,3.0,14.0,-11.0,2009,85,101,2009-11-22,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
UTA,33.0,4.0,10.0,40.0,1.0,2.0,50.0,8.0,10.0,80.0,2.0,1.0,3.0,3.0,0.0,0.0,5.0,2.0,17.0,5.0,2009,104,94,2009-11-24,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
MIL,36.0,6.0,15.0,40.0,1.0,3.0,33.3,7.0,8.0,87.5,0.0,6.0,6.0,7.0,0.0,2.0,2.0,1.0,20.0,30.0,2009,108,90,2009-11-27,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
HOU,40.0,8.0,16.0,50.0,0.0,2.0,0.0,4.0,5.0,80.0,1.0,1.0,2.0,5.0,1.0,2.0,4.0,1.0,20.0,-4.0,2009,91,100,2009-11-29,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
PHI,34.0,1.0,11.0,9.1,0.0,3.0,0.0,5.0,6.0,83.3,2.0,3.0,5.0,15.0,2.0,0.0,2.0,3.0,7.0,15.0,2009,117,106,2009-12-02,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
BOS,27.0,6.0,16.0,37.5,1.0,3.0,33.3,2.0,4.0,50.0,1.0,2.0,3.0,4.0,0.0,0.0,5.0,3.0,15.0,-13.0,2009,87,105,2009-12-04,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
GSW,38.0,4.0,17.0,23.5,1.0,3.0,33.3,3.0,4.0,75.0,2.0,5.0,7.0,3.0,1.0,0.0,4.0,2.0,12.0,10.0,2009,104,88,2009-12-07,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
MEM,36.0,9.0,16.0,56.3,2.0,5.0,40.0,3.0,5.0,60.0,1.0,5.0,6.0,7.0,1.0,1.0,3.0,1.0,23.0,3.0,2009,102,94,2009-12-11,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
CLE,34.0,4.0,15.0,26.7,0.0,3.0,0.0,2.0,2.0,100.0,0.0,3.0,3.0,5.0,0.0,0.0,2.0,4.0,10.0,-4.0,2009,89,102,2009-12-13,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
DEN,38.0,5.0,15.0,33.3,0.0,2.0,0.0,4.0,5.0,80.0,3.0,3.0,6.0,6.0,0.0,0.0,4.0,4.0,14.0,-11.0,2009,93,102,2009-12-14,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
DAL,33.0,6.0,19.0,31.6,1.0,3.0,33.3,3.0,4.0,75.0,3.0,3.0,6.0,5.0,1.0,1.0,1.0,4.0,16.0,-17.0,2009,86,100,2009-12-16,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
DET,30.0,2.0,7.0,28.6,1.0,1.0,100.0,9.0,12.0,75.0,1.0,2.0,3.0,5.0,0.0,0.0,0.0,1.0,14.0,5.0,2009,109,98,2009-12-18,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
HOU,41.0,4.0,14.0,28.6,0.0,2.0,0.0,7.0,10.0,70.0,2.0,4.0,6.0,7.0,1.0,0.0,2.0,3.0,15.0,-4.0,2009,90,95,2009-12-19,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
LAL,42.0,9.0,21.0,42.9,0.0,3.0,0.0,3.0,4.0,75.0,4.0,3.0,7.0,13.0,1.0,0.0,2.0,4.0,21.0,-7.0,2009,108,111,2009-12-22,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
PHX,35.0,8.0,17.0,47.1,0.0,0.0,0.0,3.0,4.0,75.0,2.0,6.0,8.0,7.0,2.0,0.0,5.0,2.0,19.0,0.0,2009,117,113,2009-12-23,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
CHA,35.0,10.0,18.0,55.6,0.0,1.0,0.0,2.0,2.0,100.0,2.0,3.0,5.0,6.0,1.0,0.0,0.0,2.0,22.0,2.0,2009,98,91,2009-12-26,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
NJN,37.0,4.0,12.0,33.3,0.0,2.0,0.0,8.0,10.0,80.0,0.0,2.0,2.0,10.0,2.0,0.0,2.0,1.0,16.0,13.0,2009,105,89,2009-12-28,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
WAS,37.0,5.0,14.0,35.7,1.0,2.0,50.0,0.0,0.0,0.0,3.0,4.0,7.0,10.0,1.0,1.0,2.0,0.0,11.0,4.0,2009,110,98,2009-12-29,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
UTA,33.0,3.0,12.0,25.0,0.0,1.0,0.0,2.0,6.0,33.3,1.0,3.0,4.0,10.0,2.0,1.0,4.0,3.0,8.0,0.0,2009,87,86,2009-12-31,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
MIL,42.0,6.0,16.0,37.5,0.0,1.0,0.0,5.0,8.0,62.5,3.0,6.0,9.0,13.0,1.0,2.0,0.0,3.0,17.0,-9.0,2010,97,103,2010-01-02,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
CHI,45.0,13.0,24.0,54.2,0.0,1.0,0.0,3.0,5.0,60.0,3.0,4.0,7.0,6.0,2.0,0.0,4.0,2.0,29.0,14.0,2010,98,85,2010-01-04,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
NOH,34.0,5.0,16.0,31.3,0.0,1.0,0.0,1.0,1.0,100.0,2.0,2.0,4.0,9.0,3.0,0.0,2.0,3.0,11.0,-5.0,2010,92,97,2010-01-06,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
IND,37.0,8.0,16.0,50.0,0.0,0.0,0.0,2.0,3.0,66.7,2.0,7.0,9.0,6.0,0.0,0.0,5.0,6.0,18.0,13.0,2010,108,102,2010-01-09,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
NYK,25.0,7.0,11.0,63.6,0.0,0.0,0.0,3.0,4.0,75.0,2.0,1.0,3.0,5.0,2.0,0.0,0.0,0.0,17.0,20.0,2010,106,88,2010-01-11,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
SAS,50.0,9.0,24.0,37.5,0.0,0.0,0.0,7.0,9.0,77.8,2.0,4.0,6.0,13.0,0.0,0.0,3.0,3.0,25.0,6.0,2010,108,109,2010-01-13,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
DAL,37.0,8.0,19.0,42.1,0.0,2.0,0.0,2.0,2.0,100.0,2.0,2.0,4.0,6.0,2.0,1.0,4.0,5.0,18.0,-2.0,2010,98,99,2010-01-15,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
MIA,27.0,1.0,6.0,16.7,0.0,0.0,0.0,4.0,4.0,100.0,0.0,1.0,1.0,11.0,1.0,0.0,7.0,1.0,6.0,4.0,2010,98,80,2010-01-16,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
ATL,32.0,3.0,9.0,33.3,0.0,0.0,0.0,2.0,2.0,100.0,3.0,1.0,4.0,9.0,1.0,0.0,3.0,2.0,8.0,4.0,2010,94,91,2010-01-18,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
MIN,34.0,3.0,10.0,30.0,0.0,0.0,0.0,3.0,4.0,75.0,0.0,3.0,3.0,9.0,0.0,0.0,7.0,2.0,9.0,-12.0,2010,94,92,2010-01-20,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
MEM,25.0,3.0,8.0,37.5,0.0,0.0,0.0,2.0,3.0,66.7,2.0,5.0,7.0,3.0,0.0,0.0,5.0,2.0,8.0,-10.0,2010,84,86,2010-01-22,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
CLE,35.0,8.0,18.0,44.4,0.0,1.0,0.0,7.0,9.0,77.8,1.0,1.0,2.0,5.0,2.0,0.0,2.0,3.0,23.0,-3.0,2010,99,100,2010-01-23,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
CHI,31.0,5.0,11.0,45.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,7.0,1.0,0.0,4.0,2.0,10.0,-6.0,2010,86,96,2010-01-27,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
DEN,32.0,5.0,11.0,45.5,0.0,0.0,0.0,2.0,4.0,50.0,0.0,3.0,3.0,8.0,0.0,0.0,2.0,1.0,12.0,25.0,2010,101,84,2010-01-29,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
GSW,45.0,7.0,14.0,50.0,0.0,0.0,0.0,14.0,17.0,82.4,1.0,4.0,5.0,8.0,2.0,0.0,4.0,4.0,28.0,13.0,2010,112,104,2010-01-31,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
ATL,36.0,5.0,16.0,31.3,0.0,1.0,0.0,2.0,2.0,100.0,5.0,4.0,9.0,9.0,2.0,0.0,1.0,3.0,12.0,7.0,2010,106,99,2010-02-02,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
NOH,35.0,11.0,18.0,61.1,0.0,0.0,0.0,4.0,6.0,66.7,1.0,7.0,8.0,10.0,0.0,1.0,2.0,1.0,26.0,7.0,2010,103,99,2010-02-03,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
GSW,36.0,8.0,17.0,47.1,0.0,0.0,0.0,5.0,6.0,83.3,2.0,5.0,7.0,10.0,8.0,0.0,2.0,1.0,21.0,10.0,2010,104,95,2010-02-06,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
POR,32.0,2.0,9.0,22.2,0.0,1.0,0.0,4.0,4.0,100.0,4.0,1.0,5.0,7.0,3.0,0.0,4.0,1.0,8.0,10.0,2010,89,77,2010-02-09,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
DAL,35.0,6.0,11.0,54.5,0.0,0.0,0.0,5.0,8.0,62.5,1.0,5.0,6.0,8.0,1.0,0.0,1.0,1.0,17.0,6.0,2010,99,86,2010-02-16,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
NYK,47.0,13.0,23.0,56.5,0.0,0.0,0.0,5.0,8.0,62.5,3.0,6.0,9.0,10.0,0.0,0.0,4.0,4.0,31.0,8.0,2010,121,118,2010-02-20,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
MIN,38.0,9.0,19.0,47.4,0.0,0.0,0.0,4.0,4.0,100.0,3.0,7.0,10.0,14.0,2.0,0.0,3.0,2.0,22.0,16.0,2010,109,107,2010-02-21,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
PHX,39.0,9.0,18.0,50.0,0.0,0.0,0.0,3.0,4.0,75.0,1.0,0.0,1.0,10.0,3.0,0.0,2.0,3.0,21.0,-9.0,2010,102,104,2010-02-23,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
SAS,39.0,6.0,21.0,28.6,0.0,3.0,0.0,5.0,9.0,55.6,3.0,3.0,6.0,7.0,1.0,0.0,4.0,3.0,17.0,-3.0,2010,87,95,2010-02-24,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
MIN,33.0,7.0,11.0,63.6,0.0,0.0,0.0,4.0,6.0,66.7,2.0,6.0,8.0,15.0,2.0,0.0,2.0,1.0,18.0,29.0,2010,109,92,2010-02-26,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
TOR,31.0,4.0,10.0,40.0,0.0,0.0,0.0,6.0,7.0,85.7,0.0,3.0,3.0,10.0,4.0,1.0,0.0,0.0,14.0,23.0,2010,119,99,2010-02-28,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
SAC,42.0,10.0,19.0,52.6,1.0,1.0,100.0,9.0,11.0,81.8,4.0,1.0,5.0,13.0,1.0,0.0,3.0,2.0,30.0,14.0,2010,113,107,2010-03-02,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
DEN,25.0,3.0,11.0,27.3,0.0,0.0,0.0,5.0,6.0,83.3,0.0,3.0,3.0,6.0,3.0,1.0,4.0,2.0,11.0,-18.0,2010,90,119,2010-03-03,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
LAC,36.0,5.0,11.0,45.5,0.0,0.0,0.0,5.0,7.0,71.4,2.0,4.0,6.0,9.0,7.0,0.0,7.0,3.0,15.0,16.0,2010,104,87,2010-03-05,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
SAC,32.0,8.0,18.0,44.4,0.0,1.0,0.0,5.0,6.0,83.3,3.0,5.0,8.0,4.0,0.0,1.0,1.0,1.0,21.0,3.0,2010,108,102,2010-03-07,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
NOH,32.0,7.0,13.0,53.8,0.0,0.0,0.0,3.0,4.0,75.0,2.0,6.0,8.0,9.0,2.0,1.0,4.0,2.0,17.0,18.0,2010,98,83,2010-03-10,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
NJN,35.0,3.0,7.0,42.9,0.0,0.0,0.0,5.0,6.0,83.3,0.0,4.0,4.0,10.0,0.0,1.0,9.0,4.0,11.0,7.0,2010,104,102,2010-03-12,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
UTA,40.0,12.0,16.0,75.0,0.0,0.0,0.0,6.0,11.0,54.5,1.0,2.0,3.0,11.0,1.0,1.0,5.0,3.0,30.0,3.0,2010,119,111,2010-03-14,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
CHA,31.0,6.0,16.0,37.5,0.0,2.0,0.0,3.0,4.0,75.0,0.0,1.0,1.0,10.0,1.0,0.0,5.0,5.0,15.0,-11.0,2010,92,100,2010-03-17,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
TOR,26.0,3.0,10.0,30.0,0.0,1.0,0.0,5.0,5.0,100.0,1.0,2.0,3.0,10.0,2.0,0.0,2.0,1.0,11.0,26.0,2010,115,89,2010-03-19,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
IND,17.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,2.0,0.0,-20.0,2010,101,121,2010-03-21,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
SAS,29.0,5.0,13.0,38.5,0.0,2.0,0.0,2.0,2.0,100.0,1.0,3.0,4.0,4.0,0.0,1.0,1.0,4.0,12.0,-4.0,2010,96,99,2010-03-22,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
HOU,26.0,2.0,7.0,28.6,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,8.0,0.0,1.0,5.0,2.0,4.0,2.0,2010,122,104,2010-03-24,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
LAL,28.0,10.0,13.0,76.9,0.0,0.0,0.0,3.0,5.0,60.0,1.0,0.0,1.0,6.0,4.0,0.0,2.0,0.0,23.0,26.0,2010,91,75,2010-03-26,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
POR,31.0,5.0,14.0,35.7,0.0,1.0,0.0,2.0,2.0,100.0,3.0,0.0,3.0,6.0,2.0,0.0,3.0,4.0,12.0,-5.0,2010,87,92,2010-03-28,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
PHI,27.0,3.0,12.0,25.0,0.0,0.0,0.0,4.0,4.0,100.0,1.0,4.0,5.0,14.0,1.0,2.0,1.0,1.0,10.0,9.0,2010,111,93,2010-03-30,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
BOS,33.0,9.0,17.0,52.9,0.0,1.0,0.0,3.0,3.0,100.0,2.0,1.0,3.0,10.0,0.0,0.0,2.0,0.0,21.0,0.0,2010,109,104,2010-03-31,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
DAL,33.0,6.0,16.0,37.5,0.0,0.0,0.0,5.0,5.0,100.0,2.0,1.0,3.0,6.0,0.0,0.0,3.0,3.0,17.0,-7.0,2010,121,116,2010-04-03,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
MIN,32.0,4.0,11.0,36.4,0.0,1.0,0.0,2.0,2.0,100.0,1.0,1.0,2.0,16.0,2.0,0.0,1.0,4.0,10.0,11.0,2010,116,108,2010-04-04,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
UTA,38.0,7.0,15.0,46.7,1.0,2.0,50.0,12.0,13.0,92.3,3.0,2.0,5.0,9.0,0.0,2.0,7.0,5.0,27.0,0.0,2010,139,140,2010-04-06,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
DEN,37.0,10.0,19.0,52.6,0.0,0.0,0.0,1.0,2.0,50.0,3.0,1.0,4.0,4.0,1.0,2.0,7.0,2.0,21.0,-3.0,2010,94,98,2010-04-07,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
PHX,42.0,4.0,16.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0,10.0,2.0,1.0,1.0,4.0,8.0,5.0,2010,96,91,2010-04-09,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
GSW,38.0,6.0,17.0,35.3,0.0,1.0,0.0,8.0,8.0,100.0,4.0,1.0,5.0,9.0,3.0,0.0,6.0,3.0,20.0,1.0,2010,117,120,2010-04-11,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
POR,31.0,5.0,14.0,35.7,0.0,1.0,0.0,1.0,1.0,100.0,2.0,5.0,7.0,0.0,0.0,0.0,5.0,3.0,11.0,-11.0,2010,95,103,2010-04-12,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
MEM,25.0,3.0,10.0,30.0,0.0,1.0,0.0,3.0,3.0,100.0,4.0,3.0,7.0,7.0,1.0,0.0,3.0,3.0,9.0,9.0,2010,114,105,2010-04-14,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
LAL,38.0,10.0,16.0,62.5,0.0,0.0,0.0,3.0,4.0,75.0,2.0,2.0,4.0,8.0,2.0,0.0,1.0,3.0,23.0,-7.0,2010,79,87,2010-04-18,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
LAL,29.0,5.0,10.0,50.0,1.0,1.0,100.0,8.0,8.0,100.0,1.0,5.0,6.0,3.0,1.0,1.0,3.0,4.0,19.0,-2.0,2010,92,95,2010-04-20,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
LAL,42.0,11.0,21.0,52.4,1.0,1.0,100.0,4.0,5.0,80.0,2.0,6.0,8.0,4.0,1.0,0.0,2.0,2.0,27.0,4.0,2010,101,96,2010-04-22,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
LAL,29.0,6.0,11.0,54.5,0.0,0.0,0.0,6.0,6.0,100.0,2.0,6.0,8.0,6.0,0.0,0.0,0.0,0.0,18.0,17.0,2010,110,89,2010-04-24,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
LAL,33.0,4.0,13.0,30.8,2.0,4.0,50.0,5.0,8.0,62.5,1.0,4.0,5.0,6.0,3.0,0.0,8.0,2.0,15.0,-26.0,2010,87,111,2010-04-27,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
LAL,42.0,7.0,20.0,35.0,1.0,6.0,16.7,6.0,7.0,85.7,2.0,3.0,5.0,9.0,3.0,0.0,0.0,2.0,21.0,2.0,2010,94,95,2010-04-30,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
CHI,35.0,8.0,15.0,53.3,0.0,1.0,0.0,12.0,13.0,92.3,3.0,7.0,10.0,6.0,2.0,1.0,3.0,2.0,28.0,3.0,2010,106,95,2010-10-27,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
DET,39.0,4.0,13.0,30.8,0.0,1.0,0.0,9.0,10.0,90.0,1.0,5.0,6.0,11.0,2.0,0.0,3.0,3.0,17.0,7.0,2010,105,104,2010-10-29,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
UTA,30.0,7.0,13.0,53.8,0.0,1.0,0.0,8.0,8.0,100.0,1.0,3.0,4.0,5.0,4.0,1.0,3.0,3.0,22.0,-17.0,2010,99,120,2010-10-31,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
LAC,34.0,5.0,16.0,31.3,1.0,2.0,50.0,5.0,6.0,83.3,1.0,3.0,4.0,6.0,2.0,0.0,0.0,2.0,16.0,-10.0,2010,92,107,2010-11-03,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
POR,44.0,9.0,22.0,40.9,0.0,5.0,0.0,10.0,10.0,100.0,6.0,5.0,11.0,5.0,0.0,0.0,4.0,4.0,28.0,4.0,2010,107,106,2010-11-04,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
BOS,43.0,6.0,16.0,37.5,0.0,2.0,0.0,4.0,5.0,80.0,2.0,2.0,4.0,10.0,4.0,2.0,8.0,4.0,16.0,0.0,2010,83,92,2010-11-07,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
PHI,43.0,11.0,19.0,57.9,0.0,0.0,0.0,9.0,11.0,81.8,1.0,4.0,5.0,12.0,1.0,0.0,7.0,4.0,31.0,1.0,2010,109,103,2010-11-10,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
POR,44.0,12.0,22.0,54.5,1.0,1.0,100.0,11.0,12.0,91.7,1.0,6.0,7.0,7.0,3.0,2.0,2.0,2.0,36.0,14.0,2010,110,108,2010-11-12,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
SAS,37.0,5.0,17.0,29.4,0.0,0.0,0.0,9.0,10.0,90.0,1.0,2.0,3.0,8.0,2.0,1.0,2.0,3.0,19.0,-15.0,2010,104,117,2010-11-14,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
UTA,30.0,8.0,13.0,61.5,0.0,1.0,0.0,6.0,6.0,100.0,0.0,1.0,1.0,7.0,1.0,0.0,5.0,3.0,22.0,-6.0,2010,115,108,2010-11-15,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
HOU,35.0,6.0,15.0,40.0,0.0,0.0,0.0,9.0,9.0,100.0,2.0,4.0,6.0,12.0,2.0,0.0,3.0,2.0,21.0,7.0,2010,116,99,2010-11-17,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
BOS,37.0,9.0,21.0,42.9,2.0,3.0,66.7,11.0,13.0,84.6,1.0,3.0,4.0,6.0,2.0,0.0,7.0,4.0,31.0,-2.0,2010,89,84,2010-11-19,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
MIL,34.0,5.0,18.0,27.8,0.0,0.0,0.0,8.0,8.0,100.0,0.0,3.0,3.0,6.0,0.0,0.0,3.0,1.0,18.0,-8.0,2010,82,81,2010-11-20,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
MIN,36.0,7.0,14.0,50.0,0.0,0.0,0.0,6.0,9.0,66.7,0.0,4.0,4.0,14.0,2.0,0.0,6.0,2.0,20.0,24.0,2010,117,107,2010-11-22,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
DAL,36.0,4.0,13.0,30.8,0.0,1.0,0.0,5.0,6.0,83.3,1.0,2.0,3.0,10.0,2.0,0.0,3.0,2.0,13.0,-10.0,2010,103,111,2010-11-24,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
IND,42.0,13.0,24.0,54.2,0.0,1.0,0.0,17.0,18.0,94.4,2.0,6.0,8.0,8.0,3.0,1.0,3.0,0.0,43.0,9.0,2010,110,106,2010-11-26,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
HOU,36.0,10.0,19.0,52.6,0.0,0.0,0.0,3.0,6.0,50.0,1.0,3.0,4.0,10.0,2.0,0.0,0.0,2.0,23.0,0.0,2010,98,99,2010-11-28,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
NOH,37.0,9.0,19.0,47.4,2.0,2.0,100.0,5.0,6.0,83.3,3.0,2.0,5.0,11.0,5.0,0.0,8.0,2.0,25.0,2.0,2010,95,89,2010-11-29,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
NJN,48.0,14.0,32.0,43.8,0.0,1.0,0.0,10.0,14.0,71.4,5.0,10.0,15.0,9.0,3.0,0.0,5.0,4.0,38.0,0.0,2010,123,120,2010-12-01,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
TOR,32.0,9.0,19.0,47.4,0.0,1.0,0.0,2.0,2.0,100.0,1.0,2.0,3.0,7.0,2.0,0.0,5.0,1.0,20.0,-14.0,2010,99,111,2010-12-03,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
GSW,38.0,4.0,16.0,25.0,0.0,1.0,0.0,11.0,13.0,84.6,3.0,4.0,7.0,13.0,2.0,1.0,5.0,3.0,19.0,8.0,2010,114,109,2010-12-05,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
CHI,35.0,7.0,18.0,38.9,0.0,1.0,0.0,1.0,1.0,100.0,4.0,1.0,5.0,7.0,3.0,0.0,6.0,3.0,15.0,-9.0,2010,90,99,2010-12-06,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
MIN,33.0,10.0,20.0,50.0,0.0,1.0,0.0,5.0,6.0,83.3,1.0,3.0,4.0,8.0,1.0,0.0,3.0,3.0,25.0,-1.0,2010,111,103,2010-12-08,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
