Opponent,Min,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,+/-,Year,Team score,Opponent score,date,Season,Lose,Win,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,HOU,LAC,LAL,OKC,WAS,Playoff,Regular
MEM,37.0,5.0,15.0,33.3,1.0,4.0,25.0,2.0,4.0,50.0,1.0,6.0,7.0,13.0,4.0,0.0,9.0,3.0,13.0,-8.0,2021,121,118,2021-10-24,14,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
SAS,40.0,15.0,27.0,55.6,1.0,4.0,25.0,2.0,4.0,50.0,0.0,10.0,10.0,8.0,3.0,0.0,3.0,5.0,33.0,1.0,2021,125,121,2021-10-26,14,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
OKC,35.0,8.0,20.0,40.0,2.0,8.0,25.0,2.0,3.0,66.7,4.0,10.0,14.0,13.0,1.0,0.0,10.0,4.0,20.0,-12.0,2021,115,123,2021-10-27,14,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
CLE,34.0,8.0,13.0,61.5,1.0,1.0,100.0,2.0,3.0,66.7,1.0,5.0,6.0,5.0,0.0,0.0,4.0,2.0,19.0,4.0,2021,113,101,2021-10-29,14,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
HOU,35.0,9.0,22.0,40.9,2.0,4.0,50.0,0.0,1.0,0.0,1.0,7.0,8.0,9.0,1.0,0.0,2.0,4.0,20.0,25.0,2021,95,85,2021-10-31,14,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
HOU,37.0,10.0,21.0,47.6,0.0,4.0,0.0,7.0,8.0,87.5,5.0,4.0,9.0,7.0,0.0,0.0,3.0,1.0,27.0,-6.0,2021,119,117,2021-11-02,14,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
OKC,35.0,10.0,23.0,43.5,3.0,6.0,50.0,4.0,4.0,100.0,1.0,5.0,6.0,5.0,0.0,0.0,4.0,2.0,27.0,6.0,2021,104,107,2021-11-04,14,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
POR,29.0,1.0,13.0,7.7,1.0,3.0,33.3,5.0,8.0,62.5,2.0,7.0,9.0,6.0,2.0,0.0,6.0,3.0,8.0,-20.0,2021,90,105,2021-11-06,14,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
CHA,41.0,5.0,15.0,33.3,0.0,2.0,0.0,7.0,10.0,70.0,0.0,12.0,12.0,14.0,3.0,0.0,7.0,3.0,17.0,-17.0,2021,126,123,2021-11-08,14,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
MIA,43.0,10.0,22.0,45.5,3.0,7.0,42.9,2.0,2.0,100.0,1.0,11.0,12.0,14.0,1.0,2.0,8.0,5.0,25.0,10.0,2021,120,117,2021-11-10,14,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
MIN,31.0,7.0,11.0,63.6,2.0,4.0,50.0,4.0,6.0,66.7,0.0,5.0,5.0,3.0,0.0,0.0,5.0,1.0,20.0,-32.0,2021,83,107,2021-11-12,14,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SAS,34.0,5.0,11.0,45.5,3.0,5.0,60.0,1.0,2.0,50.0,1.0,10.0,11.0,7.0,2.0,0.0,7.0,3.0,14.0,11.0,2021,114,106,2021-11-14,14,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
CHI,31.0,8.0,19.0,42.1,0.0,6.0,0.0,9.0,10.0,90.0,0.0,6.0,6.0,8.0,1.0,0.0,4.0,3.0,25.0,-13.0,2021,103,121,2021-11-15,14,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
MIL,36.0,7.0,16.0,43.8,2.0,5.0,40.0,3.0,4.0,75.0,1.0,3.0,4.0,15.0,1.0,0.0,3.0,3.0,19.0,3.0,2021,102,109,2021-11-17,14,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
BOS,31.0,5.0,13.0,38.5,1.0,4.0,25.0,1.0,4.0,25.0,1.0,3.0,4.0,6.0,1.0,0.0,2.0,5.0,12.0,-12.0,2021,108,130,2021-11-19,14,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
DET,35.0,10.0,21.0,47.6,1.0,6.0,16.7,5.0,8.0,62.5,1.0,8.0,9.0,10.0,2.0,0.0,3.0,4.0,26.0,8.0,2021,121,116,2021-11-21,14,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
NYK,37.0,10.0,18.0,55.6,3.0,6.0,50.0,8.0,9.0,88.9,1.0,12.0,13.0,10.0,2.0,0.0,6.0,2.0,31.0,0.0,2021,100,106,2021-11-23,14,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
IND,40.0,5.0,15.0,33.3,1.0,3.0,33.3,9.0,11.0,81.8,1.0,6.0,7.0,5.0,0.0,1.0,4.0,3.0,20.0,14.0,2021,124,116,2021-11-24,14,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
SAC,51.0,10.0,18.0,55.6,2.0,4.0,50.0,7.0,9.0,77.8,4.0,6.0,10.0,11.0,2.0,0.0,3.0,3.0,29.0,-4.0,2021,137,141,2021-11-26,14,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
DET,37.0,10.0,16.0,62.5,1.0,3.0,33.3,4.0,8.0,50.0,2.0,4.0,6.0,9.0,1.0,0.0,3.0,2.0,25.0,4.0,2021,110,106,2021-11-28,14,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
SAC,35.0,9.0,21.0,42.9,1.0,5.0,20.0,4.0,7.0,57.1,0.0,5.0,5.0,6.0,1.0,0.0,4.0,2.0,23.0,12.0,2021,117,92,2021-11-30,14,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
LAC,36.0,4.0,8.0,50.0,2.0,2.0,100.0,0.0,0.0,0.0,1.0,1.0,2.0,9.0,1.0,0.0,2.0,4.0,10.0,-6.0,2021,115,119,2021-12-03,14,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
BOS,36.0,9.0,16.0,56.3,1.0,4.0,25.0,5.0,6.0,83.3,1.0,2.0,3.0,11.0,1.0,0.0,4.0,2.0,24.0,11.0,2021,117,102,2021-12-07,14,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
MEM,33.0,3.0,9.0,33.3,2.0,3.0,66.7,1.0,4.0,25.0,0.0,6.0,6.0,7.0,0.0,1.0,6.0,4.0,9.0,-16.0,2021,95,108,2021-12-09,14,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
OKC,33.0,4.0,8.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,9.0,7.0,0.0,1.0,5.0,1.0,8.0,18.0,2021,116,95,2021-12-10,14,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ORL,35.0,9.0,18.0,50.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0,5.0,7.0,5.0,2.0,0.0,5.0,2.0,19.0,3.0,2021,106,94,2021-12-12,14,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
DAL,42.0,8.0,18.0,44.4,1.0,4.0,25.0,6.0,8.0,75.0,1.0,9.0,10.0,9.0,0.0,0.0,4.0,2.0,23.0,8.0,2021,107,104,2021-12-15,14,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
MIN,29.0,4.0,7.0,57.1,0.0,1.0,0.0,6.0,11.0,54.5,0.0,4.0,4.0,3.0,0.0,1.0,1.0,3.0,14.0,-15.0,2021,92,110,2021-12-17,14,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
CHI,38.0,9.0,19.0,47.4,0.0,2.0,0.0,2.0,6.0,33.3,2.0,7.0,9.0,8.0,1.0,2.0,6.0,4.0,20.0,-2.0,2021,110,115,2021-12-19,14,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
PHX,37.0,10.0,20.0,50.0,0.0,2.0,0.0,2.0,4.0,50.0,1.0,9.0,10.0,5.0,3.0,0.0,7.0,3.0,22.0,-6.0,2021,90,108,2021-12-21,14,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
SAS,35.0,12.0,20.0,60.0,1.0,2.0,50.0,5.0,9.0,55.6,0.0,7.0,7.0,4.0,1.0,0.0,5.0,3.0,30.0,-14.0,2021,110,138,2021-12-23,14,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
BKN,37.0,4.0,20.0,20.0,0.0,3.0,0.0,5.0,6.0,83.3,5.0,7.0,12.0,11.0,1.0,0.0,3.0,5.0,13.0,-23.0,2021,115,122,2021-12-25,14,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
HOU,35.0,10.0,17.0,58.8,2.0,2.0,100.0,2.0,6.0,33.3,4.0,9.0,13.0,10.0,2.0,0.0,7.0,1.0,24.0,9.0,2021,132,123,2021-12-28,14,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
MEM,40.0,7.0,16.0,43.8,2.0,4.0,50.0,0.0,0.0,0.0,2.0,8.0,10.0,12.0,0.0,0.0,5.0,5.0,16.0,1.0,2021,99,104,2021-12-29,14,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
POR,30.0,5.0,10.0,50.0,0.0,3.0,0.0,5.0,6.0,83.3,0.0,13.0,13.0,12.0,2.0,0.0,4.0,2.0,15.0,29.0,2021,139,106,2021-12-31,14,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
MIN,33.0,7.0,16.0,43.8,0.0,5.0,0.0,6.0,8.0,75.0,0.0,3.0,3.0,5.0,1.0,1.0,9.0,5.0,20.0,-2.0,2022,108,103,2022-01-02,14,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
SAC,34.0,7.0,19.0,36.8,0.0,1.0,0.0,5.0,8.0,62.5,2.0,5.0,7.0,2.0,1.0,1.0,0.0,2.0,19.0,17.0,2022,122,114,2022-01-04,14,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ATL,31.0,4.0,14.0,28.6,0.0,0.0,0.0,1.0,3.0,33.3,1.0,10.0,11.0,13.0,0.0,0.0,3.0,6.0,9.0,22.0,2022,134,118,2022-01-07,14,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
MEM,26.0,2.0,12.0,16.7,0.0,1.0,0.0,2.0,2.0,100.0,1.0,6.0,7.0,6.0,0.0,1.0,0.0,2.0,6.0,-22.0,2022,119,127,2022-01-09,14,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
SAC,37.0,2.0,14.0,14.3,0.0,5.0,0.0,4.0,5.0,80.0,3.0,9.0,12.0,6.0,1.0,0.0,1.0,3.0,8.0,-7.0,2022,116,125,2022-01-12,14,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
DEN,26.0,7.0,15.0,46.7,1.0,2.0,50.0,4.0,4.0,100.0,1.0,4.0,5.0,3.0,0.0,0.0,0.0,1.0,19.0,-11.0,2022,96,133,2022-01-15,14,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
UTA,28.0,5.0,15.0,33.3,1.0,4.0,25.0,4.0,4.0,100.0,2.0,6.0,8.0,3.0,1.0,0.0,2.0,3.0,15.0,-11.0,2022,101,95,2022-01-17,14,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
IND,27.0,5.0,17.0,29.4,4.0,6.0,66.7,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,4.0,14.0,-18.0,2022,104,111,2022-01-19,14,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
ORL,35.0,8.0,17.0,47.1,0.0,1.0,0.0,2.0,2.0,100.0,2.0,9.0,11.0,7.0,3.0,0.0,3.0,3.0,18.0,11.0,2022,116,105,2022-01-21,14,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
MIA,32.0,9.0,15.0,60.0,0.0,3.0,0.0,6.0,8.0,75.0,2.0,7.0,9.0,9.0,0.0,0.0,3.0,5.0,24.0,-1.0,2022,107,113,2022-01-23,14,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
BKN,33.0,7.0,14.0,50.0,0.0,2.0,0.0,1.0,1.0,100.0,0.0,6.0,6.0,4.0,1.0,0.0,5.0,3.0,15.0,-1.0,2022,106,96,2022-01-25,14,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
PHI,34.0,9.0,15.0,60.0,2.0,3.0,66.7,0.0,0.0,0.0,1.0,3.0,4.0,3.0,1.0,1.0,6.0,1.0,20.0,-11.0,2022,87,105,2022-01-27,14,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
CHA,37.0,12.0,23.0,52.2,3.0,7.0,42.9,8.0,10.0,80.0,1.0,3.0,4.0,5.0,0.0,0.0,1.0,4.0,35.0,-11.0,2022,114,117,2022-01-28,14,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ATL,35.0,8.0,15.0,53.3,2.0,4.0,50.0,2.0,5.0,40.0,0.0,7.0,7.0,12.0,1.0,0.0,4.0,1.0,20.0,-6.0,2022,121,129,2022-01-30,14,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
POR,34.0,3.0,12.0,25.0,1.0,4.0,25.0,2.0,3.0,66.7,2.0,8.0,10.0,13.0,1.0,0.0,4.0,5.0,9.0,2.0,2022,99,94,2022-02-02,14,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
LAC,36.0,7.0,18.0,38.9,1.0,5.0,20.0,2.0,3.0,66.7,1.0,5.0,6.0,4.0,1.0,0.0,2.0,0.0,17.0,5.0,2022,110,111,2022-02-03,14,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
NYK,29.0,1.0,10.0,10.0,0.0,3.0,0.0,3.0,7.0,42.9,1.0,3.0,4.0,6.0,1.0,1.0,4.0,2.0,5.0,-15.0,2022,122,115,2022-02-05,14,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
MIL,26.0,3.0,11.0,27.3,0.0,1.0,0.0,4.0,7.0,57.1,2.0,8.0,10.0,5.0,0.0,1.0,4.0,1.0,10.0,-16.0,2022,116,131,2022-02-08,14,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
GSW,35.0,7.0,13.0,53.8,1.0,2.0,50.0,4.0,4.0,100.0,1.0,6.0,7.0,5.0,1.0,0.0,1.0,4.0,19.0,2.0,2022,115,117,2022-02-12,14,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
UTA,33.0,6.0,13.0,46.2,1.0,4.0,25.0,4.0,7.0,57.1,4.0,3.0,7.0,6.0,1.0,0.0,6.0,2.0,17.0,5.0,2022,106,101,2022-02-16,14,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
LAC,33.0,9.0,21.0,42.9,0.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,3.0,18.0,2.0,2022,102,105,2022-02-25,14,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
NOP,28.0,5.0,15.0,33.3,0.0,2.0,0.0,6.0,7.0,85.7,1.0,5.0,6.0,1.0,1.0,0.0,7.0,3.0,16.0,-26.0,2022,95,123,2022-02-27,14,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
DAL,38.0,5.0,17.0,29.4,0.0,4.0,0.0,2.0,2.0,100.0,2.0,4.0,6.0,8.0,2.0,1.0,0.0,3.0,12.0,-8.0,2022,104,109,2022-03-01,14,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
LAC,29.0,7.0,16.0,43.8,0.0,2.0,0.0,3.0,4.0,75.0,2.0,6.0,8.0,3.0,0.0,0.0,2.0,4.0,17.0,-15.0,2022,111,132,2022-03-03,14,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
GSW,32.0,9.0,17.0,52.9,1.0,3.0,33.3,1.0,2.0,50.0,0.0,4.0,4.0,4.0,0.0,0.0,5.0,5.0,20.0,13.0,2022,124,116,2022-03-05,14,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
SAS,35.0,5.0,14.0,35.7,0.0,2.0,0.0,7.0,13.0,53.8,3.0,7.0,10.0,6.0,0.0,0.0,5.0,5.0,17.0,5.0,2022,110,117,2022-03-07,14,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
HOU,40.0,11.0,21.0,52.4,1.0,3.0,33.3,7.0,8.0,87.5,3.0,5.0,8.0,6.0,0.0,1.0,2.0,2.0,30.0,-2.0,2022,130,139,2022-03-09,14,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
WAS,31.0,2.0,11.0,18.2,0.0,1.0,0.0,1.0,4.0,25.0,0.0,3.0,3.0,9.0,1.0,1.0,1.0,3.0,5.0,2.0,2022,122,109,2022-03-11,14,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
PHX,29.0,5.0,10.0,50.0,0.0,2.0,0.0,3.0,4.0,75.0,1.0,1.0,2.0,2.0,0.0,0.0,4.0,1.0,13.0,-6.0,2022,111,140,2022-03-13,14,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
TOR,35.0,4.0,10.0,40.0,0.0,1.0,0.0,6.0,7.0,85.7,2.0,6.0,8.0,4.0,1.0,0.0,1.0,2.0,14.0,4.0,2022,103,114,2022-03-14,14,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
MIN,36.0,5.0,12.0,41.7,1.0,4.0,25.0,4.0,6.0,66.7,2.0,2.0,4.0,5.0,2.0,0.0,3.0,3.0,15.0,-1.0,2022,104,124,2022-03-16,14,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
TOR,41.0,8.0,18.0,44.4,4.0,7.0,57.1,2.0,2.0,100.0,1.0,9.0,10.0,10.0,1.0,0.0,4.0,2.0,22.0,7.0,2022,128,123,2022-03-18,14,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
WAS,37.0,10.0,15.0,66.7,2.0,3.0,66.7,0.0,0.0,0.0,2.0,8.0,10.0,8.0,1.0,1.0,5.0,3.0,22.0,-1.0,2022,119,127,2022-03-19,14,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
CLE,35.0,7.0,14.0,50.0,2.0,6.0,33.3,4.0,7.0,57.1,0.0,5.0,5.0,11.0,1.0,0.0,1.0,4.0,20.0,23.0,2022,131,120,2022-03-21,14,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
PHI,33.0,10.0,20.0,50.0,2.0,5.0,40.0,2.0,5.0,40.0,2.0,7.0,9.0,8.0,1.0,0.0,7.0,2.0,24.0,-12.0,2022,121,126,2022-03-23,14,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
NOP,32.0,8.0,15.0,53.3,2.0,5.0,40.0,0.0,0.0,0.0,3.0,4.0,7.0,6.0,1.0,0.0,3.0,2.0,18.0,-18.0,2022,108,116,2022-03-27,14,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
DAL,32.0,9.0,17.0,52.9,1.0,5.0,20.0,6.0,6.0,100.0,0.0,8.0,8.0,6.0,0.0,0.0,2.0,3.0,25.0,-25.0,2022,110,128,2022-03-29,14,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
UTA,34.0,9.0,18.0,50.0,0.0,2.0,0.0,6.0,10.0,60.0,1.0,5.0,6.0,7.0,0.0,0.0,3.0,2.0,24.0,-17.0,2022,109,122,2022-03-31,14,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
NOP,31.0,5.0,15.0,33.3,2.0,4.0,50.0,0.0,0.0,0.0,2.0,2.0,4.0,5.0,0.0,0.0,1.0,6.0,12.0,-12.0,2022,111,114,2022-04-01,14,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
DEN,34.0,11.0,15.0,73.3,0.0,1.0,0.0,5.0,10.0,50.0,2.0,8.0,10.0,7.0,2.0,1.0,2.0,5.0,27.0,1.0,2022,118,129,2022-04-03,14,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
PHX,34.0,10.0,20.0,50.0,2.0,3.0,66.7,6.0,8.0,75.0,1.0,4.0,5.0,3.0,0.0,0.0,6.0,2.0,28.0,-9.0,2022,110,121,2022-04-05,14,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
GSW,31.0,7.0,12.0,58.3,1.0,3.0,33.3,4.0,5.0,80.0,1.0,10.0,11.0,3.0,1.0,0.0,4.0,1.0,19.0,-6.0,2022,109,123,2022-10-18,15,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
LAC,27.0,0.0,11.0,0.0,0.0,6.0,0.0,2.0,2.0,100.0,0.0,3.0,3.0,4.0,5.0,0.0,1.0,3.0,2.0,-6.0,2022,97,103,2022-10-20,15,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
POR,28.0,4.0,15.0,26.7,0.0,3.0,0.0,2.0,3.0,66.7,0.0,6.0,6.0,6.0,0.0,0.0,0.0,1.0,10.0,-4.0,2022,104,106,2022-10-23,15,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
MIN,33.0,6.0,17.0,35.3,1.0,4.0,25.0,5.0,10.0,50.0,1.0,7.0,8.0,3.0,1.0,1.0,5.0,4.0,18.0,0.0,2022,102,111,2022-10-28,15,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
DEN,32.0,6.0,12.0,50.0,2.0,4.0,50.0,4.0,4.0,100.0,4.0,4.0,8.0,8.0,0.0,0.0,3.0,3.0,18.0,18.0,2022,121,110,2022-10-30,15,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
NOP,25.0,6.0,10.0,60.0,1.0,4.0,25.0,0.0,0.0,0.0,1.0,6.0,7.0,9.0,0.0,1.0,6.0,2.0,13.0,4.0,2022,120,117,2022-11-02,15,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
UTA,29.0,9.0,14.0,64.3,3.0,5.0,60.0,5.0,5.0,100.0,0.0,3.0,3.0,6.0,2.0,0.0,4.0,1.0,26.0,-1.0,2022,116,130,2022-11-04,15,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
CLE,32.0,6.0,13.0,46.2,3.0,5.0,60.0,4.0,5.0,80.0,1.0,2.0,3.0,10.0,2.0,1.0,7.0,3.0,19.0,-8.0,2022,100,114,2022-11-06,15,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
UTA,24.0,8.0,14.0,57.1,2.0,3.0,66.7,4.0,4.0,100.0,1.0,2.0,3.0,5.0,1.0,1.0,2.0,5.0,22.0,-23.0,2022,116,139,2022-11-07,15,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
LAC,30.0,6.0,15.0,40.0,0.0,3.0,0.0,2.0,2.0,100.0,1.0,3.0,4.0,9.0,2.0,0.0,4.0,1.0,14.0,-12.0,2022,101,114,2022-11-09,15,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
SAC,34.0,6.0,17.0,35.3,4.0,7.0,57.1,5.0,6.0,83.3,3.0,1.0,4.0,11.0,0.0,0.0,5.0,5.0,21.0,-13.0,2022,114,120,2022-11-11,15,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
BKN,28.0,4.0,15.0,26.7,1.0,6.0,16.7,5.0,6.0,83.3,1.0,5.0,6.0,12.0,0.0,1.0,4.0,3.0,14.0,-6.0,2022,116,103,2022-11-13,15,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
DET,30.0,4.0,13.0,30.8,0.0,2.0,0.0,2.0,3.0,66.7,1.0,4.0,5.0,12.0,0.0,0.0,4.0,2.0,10.0,11.0,2022,128,121,2022-11-18,15,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SAS,22.0,4.0,9.0,44.4,2.0,5.0,40.0,0.0,0.0,0.0,0.0,4.0,4.0,10.0,1.0,0.0,3.0,2.0,10.0,14.0,2022,123,92,2022-11-20,15,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
PHX,31.0,8.0,20.0,40.0,2.0,6.0,33.3,3.0,7.0,42.9,1.0,2.0,3.0,5.0,1.0,0.0,1.0,1.0,21.0,-1.0,2022,105,115,2022-11-22,15,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
SAS,19.0,1.0,7.0,14.3,0.0,3.0,0.0,1.0,2.0,50.0,1.0,3.0,4.0,7.0,2.0,1.0,3.0,3.0,3.0,-2.0,2022,105,94,2022-11-25,15,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SAS,27.0,4.0,12.0,33.3,0.0,3.0,0.0,3.0,6.0,50.0,1.0,6.0,7.0,6.0,0.0,1.0,6.0,3.0,11.0,-2.0,2022,143,138,2022-11-26,15,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
IND,27.0,10.0,18.0,55.6,2.0,4.0,50.0,2.0,3.0,66.7,0.0,4.0,4.0,6.0,1.0,1.0,6.0,1.0,24.0,1.0,2022,115,116,2022-11-28,15,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
POR,23.0,4.0,14.0,28.6,2.0,6.0,33.3,0.0,2.0,0.0,1.0,4.0,5.0,4.0,1.0,0.0,0.0,1.0,10.0,12.0,2022,128,109,2022-11-30,15,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
MIL,29.0,6.0,11.0,54.5,0.0,2.0,0.0,3.0,7.0,42.9,2.0,5.0,7.0,11.0,0.0,0.0,0.0,4.0,15.0,4.0,2022,133,129,2022-12-02,15,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
WAS,29.0,3.0,8.0,37.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,15.0,0.0,0.0,6.0,2.0,6.0,0.0,2022,130,119,2022-12-04,15,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
CLE,26.0,6.0,13.0,46.2,0.0,1.0,0.0,4.0,5.0,80.0,1.0,2.0,3.0,3.0,0.0,2.0,4.0,2.0,16.0,-13.0,2022,102,116,2022-12-06,15,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
TOR,28.0,5.0,13.0,38.5,1.0,4.0,25.0,5.0,7.0,71.4,4.0,5.0,9.0,4.0,1.0,0.0,5.0,3.0,16.0,-18.0,2022,113,126,2022-12-07,15,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
PHI,36.0,4.0,14.0,28.6,1.0,5.0,20.0,3.0,4.0,75.0,2.0,9.0,11.0,11.0,4.0,0.0,4.0,4.0,12.0,-7.0,2022,122,133,2022-12-09,15,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
DET,21.0,5.0,9.0,55.6,0.0,1.0,0.0,1.0,2.0,50.0,0.0,4.0,4.0,9.0,1.0,0.0,4.0,1.0,11.0,-12.0,2022,124,117,2022-12-11,15,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
BOS,35.0,7.0,19.0,36.8,1.0,6.0,16.7,5.0,6.0,83.3,1.0,13.0,14.0,5.0,1.0,4.0,2.0,4.0,20.0,-1.0,2022,118,122,2022-12-13,15,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
DEN,30.0,5.0,13.0,38.5,0.0,3.0,0.0,5.0,8.0,62.5,2.0,9.0,11.0,12.0,2.0,0.0,4.0,2.0,15.0,25.0,2022,126,108,2022-12-16,15,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
WAS,23.0,4.0,12.0,33.3,0.0,2.0,0.0,1.0,4.0,25.0,2.0,7.0,9.0,8.0,1.0,1.0,3.0,0.0,9.0,-5.0,2022,119,117,2022-12-18,15,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
